#    X        Y           F606W     F814W
#    ACS/WFC-pixel            ACS/WFC  
  1873.451  2341.125      26.496    24.692
  1872.013  2381.307      24.656    23.289
  1877.552  2370.072      26.768    25.079
  1887.895  2375.481      23.898    22.520
  1883.268  2406.716      24.521    23.088
  1886.730  2406.124      26.928    25.140
  1873.201  2436.653      26.091    24.569
  1878.337  2431.965      26.592    24.911
  1885.812  2452.661      27.309    25.423
  1886.202  2461.655      24.833    23.500
  1878.864  2515.727      25.980    24.340
  1882.058  2520.104      25.854    24.257
  1882.513  2537.655      25.511    24.095
  1867.631  2549.725      26.275    24.511
  1870.548  2544.655      26.149    24.617
  1883.117  2543.545      27.759    25.874
  1863.228  2584.542      27.232    25.983
  1874.237  2585.889      22.224    20.661
  1886.041  2582.801      26.301    24.781
  1869.946  2585.319      26.461    24.831
  1880.851  2588.906      27.716    26.022
  1868.937  2616.421      25.256    23.864
  1876.052  2632.572      24.549    23.104
  1878.916  2631.004      26.250    24.588
  1873.078  2641.229      28.266    26.513
  1881.573  2657.609      27.732    25.159
  1863.886  2667.079      27.354    25.626
  1868.474  2678.572      26.760    25.279
  1879.880  2675.923      26.986    25.036
  1865.643  2707.917      26.650    25.114
  1876.440  2689.525      24.681    23.294
  1866.654  2720.647      25.767    24.265
  1866.360  2733.922      24.860    23.363
  1867.093  2740.391      25.966    24.255
  1879.649  2762.549      25.758    24.247
  1881.462  2745.854      22.458    20.846
  1887.211  2747.738      24.080    22.627
  1881.710  2750.304      27.915    25.586
  1866.905  2767.995      25.672    24.114
  1871.057  2784.402      23.167    21.687
  1872.560  2776.269      24.609    23.127
  1873.095  2778.958      25.713    24.287
  1877.943  2772.494      23.284    21.839
  1863.968  2792.363      25.682    24.143
  1867.197  2810.295      27.317    25.376
  1867.995  2802.446      27.110    25.461
  1876.551  2807.542      24.068    22.643
  1878.475  2793.926      26.453    24.642
  1886.091  2798.864      22.815    21.224
  1878.043  2810.685      26.136    24.488
  1866.720  2837.367      25.961    24.363
  1871.808  2814.500      26.452    24.786
  1886.803  2834.486      25.399    23.954
  1864.371  2848.916      25.238    23.540
  1873.963  2839.300      25.742    24.612
  1885.592  2854.455      26.216    24.798
  1867.655  2889.384      27.844    25.725
  1869.208  2906.200      27.558    26.048
  1874.101  2906.949      24.854    23.305
  1874.402  2910.929      25.050    23.493
  1883.090  2906.681      26.589    24.900
  1886.566  2888.842      24.670    23.262
  1876.328  2925.852      23.042    21.831
  1866.665  2950.102      26.505    24.758
  1880.545  2947.227      25.086    23.620
  1875.053  2976.586      26.327    24.762
  1873.962  2979.279      27.825    26.324
  1876.625  2974.872      27.104    25.231
  1898.533  2030.546      25.940    24.291
  1903.688  2023.917      25.281    23.719
  1899.811  2061.663      27.470    25.744
  1888.670  2084.448      26.870    26.308
  1897.140  2079.246      27.259    25.801
  1909.108  2071.995      26.176    24.641
  1912.959  2078.084      25.678    24.206
  1907.286  2105.496      27.568    25.205
  1909.315  2092.412      25.899    24.267
  1888.541  2135.136      23.508    22.113
  1899.854  2122.996      26.637    25.623
  1895.318  2151.438      25.014    23.568
  1897.481  2144.267      22.667    21.133
  1898.563  2162.632      25.419    23.934
  1896.704  2155.748      27.163    26.076
  1894.130  2184.014      27.170    25.064
  1895.628  2171.073      24.768    23.201
  1899.771  2180.502      24.112    22.728
  1898.864  2207.594      24.286    22.736
  1905.517  2197.898      23.249    21.831
  1910.469  2202.564      27.389    25.409
  1891.999  2233.542      23.029    21.596
  1910.208  2227.964      24.858    23.379
  1888.447  2232.593      24.617    23.126
  1898.201  2270.255      24.584    23.149
  1897.928  2276.546      27.139    25.144
  1890.355  2311.608      27.263    24.665
  1907.915  2300.030      25.964    24.416
  1888.640  2289.794      26.800    24.923
  1903.016  2314.066      26.329    24.463
  1889.076  2329.803      27.561    26.585
  1895.665  2353.021      26.844    24.058
  1897.310  2345.357      26.382    24.648
  1894.365  2349.781      27.105    25.644
  1895.104  2363.131      26.454    24.518
  1904.318  2378.496      27.461    25.822
  1906.673  2368.900      25.890    24.713
  1910.272  2401.325      28.233    25.873
  1910.730  2408.652      27.335    25.812
  1888.660  2416.704      24.901    23.545
  1901.302  2432.854      24.414    22.968
  1890.849  2455.428      24.622    23.152
  1898.482  2450.209      27.537    25.722
  1894.279  2486.709      26.768    24.870
  1904.388  2469.386      19.743    18.107
  1896.053  2494.363      26.740    26.213
  1906.772  2499.421      26.122    24.340
  1889.196  2514.482      26.820    25.101
  1894.234  2516.719      26.172    24.669
  1895.146  2527.308      24.792    23.364
  1903.400  2525.787      28.446    26.620
  1907.456  2522.147      26.789    24.715
  1909.748  2530.132      27.138    25.749
  1896.634  2548.590      27.830    24.997
  1890.434  2572.255      26.925    25.277
  1889.618  2596.575      26.344    24.642
  1893.398  2593.542      25.395    23.823
  1901.621  2611.791      26.145    24.539
  1896.741  2629.266      26.121    24.814
  1908.125  2628.160      25.728    24.371
  1889.164  2642.007      28.133    25.755
  1896.076  2676.187      23.727    22.323
  1902.708  2670.533      24.144    22.717
  1893.245  2675.750      26.286    24.683
  1897.688  2674.459      25.169    23.646
  1889.337  2693.190      25.756    24.204
  1912.314  2694.554      25.972    24.614
  1896.884  2722.360      26.148    24.780
  1890.431  2762.884      25.864    24.158
  1893.085  2740.894      25.188    23.621
  1893.029  2758.043      25.029    23.446
  1897.176  2746.417      23.513    22.083
  1903.857  2744.193      26.849    25.040
  1909.007  2739.161      26.468    24.663
  1898.894  2741.607      28.425    25.794
  1891.005  2783.234      25.564    24.089
  1897.523  2763.222      25.558    24.085
  1898.557  2809.475      26.899    24.873
  1892.591  2827.658      27.646    25.664
  1902.097  2827.878      24.360    22.888
  1903.964  2813.136      27.091    26.024
  1906.129  2829.917      26.683    24.929
  1908.715  2832.361      27.195    25.928
  1904.121  2855.811      26.658    25.076
  1900.677  2887.139      26.179    24.296
  1901.954  2870.834      27.584    25.917
  1907.527  2871.944      25.850    24.400
  1888.323  2904.312      25.822    24.163
  1894.203  2907.836      23.378    21.952
  1898.791  2910.991      25.209    23.644
  1906.003  2894.857      27.932    25.799
  1897.492  2908.034      26.560    24.835
  1890.725  2933.213      26.170    24.583
  1907.317  2919.186      26.756    25.055
  1896.423  2951.368      26.163    24.523
  1899.899  2951.792      27.180    25.701
  1900.720  2984.002      26.238    24.644
  1903.211  2964.561      23.244    21.786
  1925.113  2036.372      27.178    25.740
  1929.518  2032.469      26.570    24.820
  1930.635  2045.258      25.507    23.862
  1924.209  2080.103      27.257    25.726
  1926.109  2074.525      25.414    23.704
  1915.215  2096.902      25.027    23.610
  1925.131  2103.924      27.027    25.436
  1931.224  2103.469      23.816    22.347
  1922.864  2150.732      26.772    25.133
  1920.565  2148.300      27.748    25.626
  1913.044  2228.187      26.021    24.443
  1926.538  2217.247      25.264    23.636
  1932.460  2220.088      27.595    26.167
  1922.713  2215.763      27.541    25.462
  1914.452  2260.070      25.092    23.554
  1923.942  2251.420      27.001    25.960
  1929.660  2252.062      26.539    25.855
  1928.881  2278.852      26.903    25.485
  1933.956  2286.641      25.916    24.233
  1914.391  2290.792      26.257    24.247
  1924.570  2320.525      23.622    22.217
  1928.464  2327.473      23.192    21.776
  1929.167  2331.080      26.346    24.651
  1922.945  2353.981      25.504    24.098
  1915.448  2371.907      27.307    26.107
  1930.998  2363.998      26.948    25.097
  1933.756  2373.498      24.276    22.853
  1929.621  2373.623      28.941    26.911
  1927.326  2398.499      25.819    24.249
  1924.134  2418.567      25.360    23.805
  1925.989  2419.936      27.445    25.476
  1927.960  2460.370      26.796    25.448
  1921.023  2475.722      26.379    24.467
  1925.017  2501.942      26.382    24.766
  1930.893  2488.540      24.916    23.527
  1935.282  2489.771      26.718    25.286
  1914.888  2518.575      25.923    24.335
  1930.523  2534.308      26.993    24.944
  1937.559  2530.893      26.098    24.448
  1919.671  2545.703      23.937    22.512
  1919.733  2561.500      24.367    22.914
  1924.647  2554.311      26.931    25.136
  1927.296  2578.658      27.564    26.449
  1929.000  2569.531      25.963    24.228
  1931.117  2563.634      25.668    24.188
  1927.614  2569.927      26.857    25.089
  1923.220  2600.007      28.411    25.203
  1921.343  2630.906      24.120    22.724
  1925.750  2627.266      26.887    25.088
  1927.558  2656.820      26.591    25.607
  1921.309  2680.542      26.288    25.066
  1922.501  2675.019      26.989    25.293
  1924.574  2668.436      25.152    23.619
  1932.685  2678.042      25.207    23.603
  1937.307  2678.314      25.178    22.279
  1919.259  2702.303      27.071    25.304
  1923.634  2698.552      27.199    25.300
  1916.974  2737.718      26.825    24.933
  1936.881  2713.252      27.922    25.499
  1937.198  2724.686      27.067    26.147
  1925.868  2762.358      26.764    24.958
  1926.952  2753.318      25.498    23.983
  1928.445  2751.797      26.767    25.187
  1921.026  2785.837      24.913    23.402
  1921.119  2769.013      25.474    24.049
  1931.787  2785.563      24.486    23.062
  1917.020  2799.485      27.681    25.856
  1920.337  2796.680      26.735    25.009
  1923.866  2805.192      26.256    24.466
  1925.951  2792.331      27.377    25.245
  1932.574  2807.978      26.358    24.724
  1929.745  2809.556      27.864    25.713
  1924.747  2830.836      26.964    25.300
  1913.073  2847.721      27.833    25.093
  1931.449  2861.207      26.051    24.304
  1932.071  2851.987      25.792    24.330
  1934.772  2858.391      27.375    25.687
  1927.771  2886.556      25.502    24.218
  1928.462  2879.386      26.656    25.234
  1918.439  2901.927      24.454    22.877
  1932.461  2889.811      27.451    25.521
  1913.540  2914.603      25.032    23.551
  1923.431  2936.144      25.686    24.129
  1931.941  2915.781      24.818    23.394
  1913.733  2962.944      26.864    24.884
  1924.845  2960.386      26.459    24.897
  1933.270  2950.746      27.631    25.544
  1915.885  2970.674      24.815    23.343
  1922.074  2969.957      24.670    23.227
  1922.921  2980.472      24.946    23.614
  1928.352  2966.988      28.269    26.345
  1936.330  2964.650      24.930    23.507
  1941.982  2015.301      27.277    25.490
  1955.722  2020.193      24.314    22.915
  1941.423  2057.163      28.465    25.569
  1955.402  2062.076      28.482    25.691
  1946.701  2072.178      26.895    25.177
  1954.675  2070.845      26.750    25.292
  1954.460  2108.899      27.681    26.521
  1952.100  2133.324      24.752    23.216
  1944.096  2146.030      27.168    26.110
  1944.350  2151.538      25.981    24.221
  1949.224  2173.710      27.791    26.118
  1949.780  2186.188      25.448    23.933
  1959.119  2169.686      24.977    23.373
  1955.886  2198.000      24.785    23.262
  1942.300  2224.531      27.172    25.148
  1955.386  2258.728      27.374    26.194
  1938.602  2272.146      26.058    24.255
  1939.677  2286.327      26.633    24.865
  1950.367  2287.212      26.662    26.247
  1951.841  2266.957      27.035    25.609
  1941.700  2311.565      24.313    22.872
  1955.812  2305.130      25.875    24.403
  1959.164  2301.999      23.956    22.519
  1944.744  2309.255      26.906    25.268
  1956.072  2299.218      27.120    25.280
  1952.550  2300.736      27.032    25.555
  1940.114  2317.988      24.646    23.177
  1941.573  2324.408      24.432    22.941
  1945.930  2334.957      24.730    23.334
  1958.864  2329.537      27.163    25.301
  1960.664  2337.741      26.828    26.021
  1953.762  2356.675      26.855    25.700
  1944.762  2338.286      27.462    26.214
  1960.163  2369.151      24.519    23.030
  1961.482  2372.882      25.763    24.255
  1938.969  2397.836      25.936    24.163
  1946.363  2392.948      24.355    22.941
  1958.880  2411.807      26.503    24.643
  1945.622  2437.729      24.832    23.286
  1946.448  2428.308      27.812    25.970
  1956.632  2423.035      25.061    23.589
  1962.537  2422.167      25.536    24.033
  1954.564  2421.163      27.717    25.664
  1952.111  2456.003      25.887    24.153
  1955.076  2461.774      26.309    24.699
  1938.430  2477.515      26.621    24.467
  1943.715  2465.076      26.840    25.505
  1947.459  2486.021      27.028    25.816
  1959.074  2470.110      25.351    23.885
  1961.532  2463.469      25.058    23.701
  1942.346  2497.911      23.861    22.433
  1942.975  2489.040      27.590    25.911
  1951.183  2490.679      26.158    24.441
  1956.872  2502.544      25.854    24.393
  1942.193  2495.832      27.008    25.553
  1940.457  2493.051      28.847    25.986
  1942.693  2530.078      28.508    26.638
  1953.303  2545.601      25.626    24.270
  1938.582  2586.351      27.970    26.279
  1955.738  2587.606      25.455    24.136
  1954.760  2601.978      28.218    25.738
  1952.964  2604.699      27.665    25.813
  1943.338  2615.162      26.140    24.608
  1959.548  2634.182      28.352    26.504
  1951.089  2638.416      24.621    23.285
  1961.397  2645.389      23.729    22.342
  1949.025  2665.108      25.702    24.367
  1959.901  2686.090      26.266    24.853
  1956.820  2688.021      29.603    27.074
  1947.910  2708.091      27.104    25.410
  1945.937  2737.371      25.821    24.354
  1961.850  2722.858      23.529    22.110
  1948.279  2742.115      26.320    24.487
  1950.841  2757.575      25.762    24.147
  1949.946  2779.133      27.394    25.574
  1951.523  2774.399      26.000    24.026
  1961.256  2779.651      26.103    24.480
  1939.651  2812.426      26.144    24.692
  1941.305  2800.243      26.523    24.821
  1956.416  2795.587      26.612    25.619
  1958.893  2804.079      26.742    24.896
  1961.451  2811.972      26.965    25.670
  1941.421  2812.003      26.920    25.523
  1942.125  2836.964      27.610    25.581
  1949.385  2826.295      26.868    25.981
  1956.721  2819.579      26.912    25.136
  1961.236  2828.699      27.110    25.768
  1945.450  2859.372      27.462    25.198
  1941.925  2870.965      26.524    24.788
  1958.853  2880.648      25.644    24.114
  1939.776  2868.749      27.140    25.736
  1942.791  2934.789      27.940    25.737
  1952.417  2937.493      25.365    23.798
  1956.340  2935.847      26.053    24.570
  1962.149  2919.181      27.436    25.412
  1948.568  2958.066      25.184    23.705
  1958.962  2961.129      24.891    23.421
  1960.164  2955.461      26.905    25.014
  1962.630  2945.382      25.604    24.024
  1954.792  2938.685      27.221    25.381
  1950.956  2964.516      23.561    22.127
  1953.920  2982.336      20.785    19.124
  1955.509  2973.365      26.122    24.524
  1938.209  2967.398      27.229    25.878
  1946.794  2965.944      26.149    24.581
  1941.354  2966.660      27.907    26.438
  1965.505  1992.758      26.221    24.522
  1968.048  1997.168      25.613    24.243
  1983.281  2012.062      25.210    23.616
  1983.803  1996.001      27.529    27.001
  1976.209  2022.301      24.558    23.083
  1980.252  2025.136      26.805    25.259
  1971.931  2047.786      24.311    22.911
  1979.389  2053.988      24.409    22.908
  1986.481  2068.083      27.957    25.260
  1966.967  2110.247      26.191    24.659
  1975.552  2091.894      26.146    24.629
  1981.022  2100.898      26.584    24.721
  1976.604  2155.276      27.421    25.005
  1963.629  2214.157      23.924    22.499
  1969.016  2221.259      24.787    23.334
  1976.577  2224.233      27.849    25.784
  1969.825  2240.923      28.962    25.197
  1976.921  2248.401      27.200    25.352
  1981.693  2256.879      24.632    23.187
  1979.658  2256.299      25.924    24.499
  1965.586  2268.349      26.776    25.957
  1965.873  2287.474      24.381    22.929
  1976.462  2280.782      23.905    22.519
  1979.736  2269.137      24.918    23.404
  1972.500  2301.375      25.163    23.637
  1970.556  2350.872      26.316    24.747
  1973.745  2346.854      25.079    23.585
  1974.990  2340.389      27.516    25.574
  1975.360  2367.752      26.089    24.630
  1979.624  2411.462      25.275    23.870
  1963.859  2430.445      25.912    24.588
  1984.774  2413.462      26.111    24.583
  1968.208  2455.060      25.808    24.231
  1971.126  2484.525      27.979    26.735
  1981.128  2471.888      23.724    22.312
  1976.203  2496.125      26.649    25.147
  1981.781  2491.176      24.873    23.393
  1965.253  2537.998      26.837    24.629
  1966.285  2522.224      27.502    25.309
  1982.677  2537.330      22.873    21.361
  1983.139  2524.228      27.463    25.157
  1966.066  2546.175      26.461    25.802
  1964.956  2566.839      26.415    24.775
  1967.079  2576.048      23.770    22.419
  1967.379  2581.991      26.956    25.337
  1968.535  2586.457      26.591    24.763
  1980.853  2585.929      26.660    24.917
  1969.541  2590.068      26.097    24.526
  1969.325  2594.108      25.809    24.313
  1976.459  2597.120      26.114    24.474
  1968.356  2630.806      25.439    23.962
  1969.986  2626.401      25.033    23.545
  1976.830  2633.582      27.589    25.790
  1969.280  2647.626      22.996    21.543
  1981.967  2650.249      26.156    24.391
  1984.929  2659.889      23.627    22.272
  1986.576  2639.183      27.839    25.806
  1971.154  2677.101      26.495    24.812
  1975.169  2678.747      24.085    22.667
  1986.802  2676.795      27.750    25.838
  1972.428  2711.056      27.558    26.003
  1979.942  2709.062      21.625    20.034
  1970.890  2744.162      24.469    23.018
  1974.685  2742.395      28.644    27.125
  1965.065  2787.885      26.830    25.061
  1967.653  2775.700      26.451    24.579
  1973.193  2767.607      25.788    24.266
  1977.268  2781.633      27.783    25.877
  1981.129  2772.832      25.190    23.728
  1987.309  2778.281      27.989    25.685
  1973.369  2797.641      24.349    22.970
  1975.646  2793.328      25.980    24.374
  1980.311  2805.536      27.581    25.316
  1972.668  2813.917      22.868    21.309
  1977.469  2834.170      28.921    27.159
  1966.455  2854.571      25.838    23.893
  1983.636  2850.493      25.226    23.595
  1985.673  2846.912      27.531    26.000
  1967.742  2863.240      28.357    25.802
  1975.122  2874.865      24.546    23.137
  1972.488  2876.000      26.582    24.867
  1977.979  2876.986      27.127    25.320
  1974.937  2899.949      27.206    25.166
  1963.175  2927.678      25.914    24.420
  1970.613  2917.260      26.329    24.592
  1970.878  2933.401      27.834    25.882
  1983.549  2919.460      25.029    23.438
  1975.517  2952.177      27.270    25.284
  1979.432  2948.881      26.349    24.625
  1982.306  2952.246      25.125    23.606
  1982.908  2941.973      26.251    24.812
  1986.005  2947.971      26.424    24.918
  1965.399  2976.074      26.269    24.516
  1966.250  2982.022      25.981    24.366
  1973.844  2966.635      24.701    23.195
  1975.482  2968.306      25.460    23.919
  1986.297  2976.022      24.789    23.338
  1987.822  2985.294      26.906    25.445
  1966.750  2985.208      27.873    27.395
  1989.976  2007.586      25.728    24.528
  2006.215  2008.115      24.105    22.665
  2000.582  2015.903      24.218    22.744
  1993.612  2050.047      25.568    23.979
  2001.030  2054.294      26.664    24.831
  1990.309  2052.906      30.037    26.606
  1990.530  2092.929      27.282    25.125
  1993.264  2106.239      26.817    25.049
  2001.692  2106.599      27.247    24.966
  2000.994  2141.387      24.861    23.353
  1994.422  2183.250      25.349    23.949
  2008.645  2182.811      25.981    24.374
  2011.647  2187.625      27.635    26.123
  1990.241  2197.092      26.621    24.925
  1994.886  2199.943      25.738    24.156
  2008.224  2206.978      26.106    24.478
  1990.404  2233.625      23.813    22.452
  1993.669  2216.963      26.333    24.818
  2005.725  2219.264      26.174    24.515
  2005.584  2226.319      25.482    23.922
  1990.419  2261.203      27.742    26.503
  1990.848  2238.769      25.751    24.225
  1996.256  2309.322      24.862    23.362
  2002.885  2315.521      25.272    23.783
  2012.698  2329.554      23.762    22.360
  1991.198  2349.334      28.367    25.525
  1988.793  2368.965      28.156    26.097
  1998.753  2379.074      24.685    23.184
  2001.902  2370.807      27.251    25.459
  2011.046  2370.494      27.550    26.012
  1992.346  2402.504      27.065    25.065
  1993.073  2394.300      25.817    24.383
  1993.517  2412.612      26.187    24.532
  2007.039  2403.135      26.603    25.460
  1991.066  2429.584      26.208    24.477
  1993.866  2416.522      25.626    24.022
  1999.551  2425.963      27.185    25.634
  2000.291  2436.224      27.342    25.276
  2007.660  2428.844      25.162    23.584
  2009.941  2437.915      24.807    23.322
  1993.422  2419.849      26.611    24.943
  1990.890  2445.785      25.236    23.680
  1993.795  2438.296      23.296    21.907
  1995.943  2448.219      22.915    21.442
  2005.922  2456.279      24.421    23.050
  1991.479  2441.298      25.427    23.977
  1993.921  2449.891      25.150    23.784
  2003.966  2457.903      27.424    25.082
  1995.056  2471.309      23.602    22.233
  1996.944  2487.397      24.881    23.419
  1998.951  2504.236      24.343    22.902
  2001.351  2497.025      24.904    23.340
  2010.692  2510.923      25.735    24.273
  1994.553  2535.997      24.249    22.848
  2007.669  2536.354      25.139    23.603
  1989.707  2545.637      26.722    25.035
  1992.380  2541.155      27.548    25.460
  2007.308  2539.155      23.648    22.228
  2008.491  2577.844      27.870    26.112
  1995.432  2596.013      23.796    22.337
  1996.964  2612.281      26.627    24.944
  2001.735  2606.393      25.802    24.172
  2007.448  2596.745      27.099    25.379
  2009.933  2603.033      27.273    25.382
  1998.542  2624.501      24.751    23.319
  1994.411  2625.496      26.962    25.288
  1989.906  2659.489      25.384    23.911
  2004.203  2639.454      24.576    23.143
  1995.675  2668.334      27.214    25.434
  2008.206  2664.520      24.339    22.864
  1996.492  2697.922      23.855    22.443
  1998.563  2692.500      26.685    24.906
  2007.710  2703.655      26.257    24.480
  1999.427  2696.894      27.225    25.060
  2000.110  2688.794      27.558    25.838
  2012.433  2717.420      23.809    22.426
  2002.456  2762.619      25.709    24.460
  2009.911  2738.477      25.966    24.399
  1993.590  2783.826      22.160    20.564
  1996.928  2778.771      24.833    23.247
  1988.208  2788.263      26.441    24.570
  1992.709  2810.452      24.944    23.343
  1997.434  2796.178      24.567    23.091
  1999.731  2806.496      26.039    24.453
  1992.458  2833.680      25.535    24.037
  1992.573  2862.866      27.998    25.542
  1995.998  2846.183      26.545    24.838
  2004.474  2860.480      23.526    22.037
  2004.965  2844.122      27.458    25.710
  2010.300  2852.413      25.861    24.299
  2007.388  2862.545      26.171    24.495
  1993.345  2874.605      25.698    23.986
  1997.830  2885.329      27.185    25.862
  2003.023  2875.062      24.391    22.923
  2006.027  2865.681      26.560    25.003
  2011.576  2865.219      27.851    25.933
  1989.387  2878.082      28.101    25.875
  2000.273  2871.793      26.994    25.350
  1992.692  2898.245      25.697    24.090
  1998.532  2912.552      27.253    25.159
  2002.889  2899.666      27.979    26.103
  2006.564  2888.875      25.375    23.852
  2012.548  2897.696      24.386    22.972
  2005.477  2892.252      26.567    24.765
  1998.864  2927.704      24.442    23.114
  2010.122  2921.111      24.777    23.302
  2011.029  2913.060      26.406    24.703
  1998.764  2924.282      27.097    26.711
  2011.343  2923.071      27.121    25.429
  2005.509  2950.322      25.820    24.206
  2009.010  2956.598      24.331    22.920
  1989.749  2971.862      26.405    24.653
  1993.036  2975.045      26.423    24.696
  1999.100  2985.884      24.246    22.754
  2005.715  2963.538      28.142    25.315
  2027.237  2010.155      24.324    22.803
  2023.283  2010.178      27.924    25.717
  2015.157  2017.726      26.555    24.464
  2021.938  2016.830      24.944    23.426
  2031.156  2062.188      26.511    25.039
  2019.108  2091.872      26.727    25.689
  2036.724  2151.857      26.967    24.879
  2023.086  2187.146      26.019    24.320
  2023.708  2164.375      27.160    25.065
  2029.760  2163.754      26.171    24.479
  2017.477  2188.877      26.601    24.873
  2021.065  2236.561      25.307    23.746
  2027.369  2216.816      27.900    25.449
  2018.751  2283.843      24.355    22.941
  2019.206  2279.660      23.754    22.381
  2021.702  2264.883      23.419    22.021
  2013.998  2301.419      27.707    27.686
  2034.249  2299.369      24.009    22.510
  2036.936  2309.515      24.056    22.701
  2021.884  2328.382      24.017    22.590
  2035.383  2322.012      27.000    25.087
  2037.151  2327.784      25.959    24.385
  2024.603  2397.368      23.485    22.071
  2036.703  2393.600      26.932    25.115
  2029.139  2432.073      27.173    24.959
  2015.659  2461.291      24.134    22.725
  2024.433  2458.390      27.205    25.940
  2025.737  2448.362      24.955    23.450
  2034.784  2441.188      24.521    23.048
  2014.099  2485.839      25.170    23.688
  2031.237  2500.961      25.735    23.880
  2024.632  2515.522      27.071    25.414
  2029.462  2513.721      26.842    26.186
  2037.340  2556.014      27.371    25.476
  2037.173  2553.077      27.775    26.472
  2013.438  2577.552      24.488    23.088
  2015.437  2569.900      26.535    24.790
  2029.371  2566.557      25.761    24.132
  2037.319  2586.851      27.462    26.159
  2015.909  2602.660      26.464    24.792
  2028.040  2605.798      27.391    25.903
  2037.118  2612.850      24.541    23.074
  2015.627  2620.427      25.972    24.391
  2027.604  2617.618      26.339    24.718
  2031.854  2620.420      28.353    25.618
  2016.249  2655.461      26.043    24.529
  2027.928  2643.540      23.304    21.893
  2031.584  2653.004      24.455    23.001
  2025.222  2667.493      26.683    25.787
  2017.151  2712.255      27.175    25.359
  2021.957  2703.532      24.482    23.102
  2023.762  2709.855      28.016    26.800
  2029.070  2697.949      26.545    25.029
  2018.750  2730.398      26.142    24.449
  2022.672  2716.873      26.487    25.025
  2026.338  2723.391      24.325    22.812
  2030.161  2731.649      25.896    24.335
  2032.080  2733.883      25.395    23.859
  2036.536  2728.139      26.104    24.485
  2013.973  2748.068      27.018    25.809
  2021.144  2740.580      26.008    24.514
  2019.859  2743.026      28.696    26.298
  2028.191  2765.423      23.385    21.936
  2013.926  2811.560      26.954    25.518
  2016.008  2789.683      27.498    25.643
  2021.364  2797.661      27.680    25.604
  2028.756  2796.324      26.544    25.047
  2019.270  2824.329      26.532    24.954
  2027.061  2818.760      27.099    25.788
  2036.911  2824.787      25.594    23.847
  2020.472  2843.781      26.592    25.018
  2022.208  2857.646      28.594    25.889
  2026.415  2839.455      25.862    24.459
  2034.208  2845.586      27.110    25.494
  2037.471  2853.215      25.896    24.404
  2022.890  2864.031      29.332    26.258
  2032.857  2868.500      23.118    21.619
  2037.364  2880.836      26.658    25.326
  2016.028  2892.975      25.588    24.029
  2017.994  2910.242      26.972    25.724
  2023.343  2908.256      24.354    22.960
  2013.643  2897.895      27.105    25.184
  2037.438  2891.090      26.859    25.436
  2024.080  2919.062      24.209    22.821
  2027.856  2928.827      24.036    22.550
  2030.092  2914.438      27.200    25.249
  2031.200  2918.677      27.763    25.762
  2035.958  2918.134      25.526    24.015
  2013.779  2960.134      25.267    23.797
  2015.651  2944.489      24.873    23.410
  2013.585  2958.056      28.447    25.384
  2014.927  2943.473      25.772    24.120
  2029.077  2966.727      26.462    25.112
  2035.594  2982.158      27.802    25.553
  2058.316  2001.440      28.035    25.499
  2043.081  2026.302      25.049    23.641
  2051.062  2013.813      26.750    25.281
  2052.596  2016.103      26.362    24.906
  2058.896  2025.107      28.713    25.977
  2055.381  2057.407      24.465    23.124
  2060.872  2053.852      24.670    23.058
  2056.216  2069.078      27.761    26.259
  2045.940  2098.898      25.063    23.626
  2053.042  2095.134      26.905    25.480
  2054.125  2106.177      23.783    22.365
  2042.380  2123.065      25.351    24.002
  2054.207  2115.221      25.694    24.038
  2053.979  2126.447      26.112    24.314
  2055.099  2138.454      27.149    25.913
  2058.493  2143.647      27.164    24.997
  2038.476  2187.067      26.074    24.238
  2045.725  2166.685      24.396    22.938
  2046.871  2178.211      27.335    25.617
  2053.784  2172.534      24.974    23.568
  2038.018  2194.524      25.969    24.344
  2052.704  2197.234      24.556    23.067
  2054.862  2191.943      24.588    23.137
  2057.604  2190.135      26.094    24.526
  2045.728  2254.193      25.908    24.176
  2038.566  2272.357      25.838    24.216
  2047.201  2271.157      22.726    21.198
  2048.835  2284.534      26.751    25.159
  2054.829  2279.009      24.643    23.200
  2058.725  2277.420      24.936    23.390
  2041.566  2301.751      26.365    24.760
  2043.994  2328.010      25.110    23.720
  2049.083  2330.814      27.055    25.584
  2041.253  2354.854      26.673    25.155
  2045.107  2338.480      26.592    25.024
  2056.781  2360.285      24.331    22.868
  2046.209  2341.658      29.433    26.114
  2051.524  2379.847      27.138    25.521
  2061.202  2377.361      24.847    23.423
  2063.021  2380.990      25.866    24.395
  2039.978  2405.820      26.327    24.753
  2045.071  2396.266      26.125    24.595
  2053.898  2410.754      23.619    22.192
  2042.152  2408.139      27.861    25.535
  2050.494  2418.993      26.806    25.249
  2058.539  2433.323      23.796    22.401
  2040.670  2445.671      26.433    24.760
  2049.299  2442.048      26.957    25.199
  2053.541  2462.316      26.956    25.187
  2057.909  2450.283      23.738    22.378
  2038.544  2480.373      27.577    25.186
  2046.731  2472.835      26.831    25.824
  2041.659  2509.453      24.666    23.260
  2042.654  2500.794      26.296    24.724
  2038.692  2524.125      23.735    22.291
  2044.956  2524.053      24.125    22.727
  2049.709  2520.199      24.592    23.066
  2051.812  2534.387      25.291    23.793
  2057.238  2537.465      26.538    24.842
  2041.156  2513.087      28.107    25.816
  2045.112  2557.651      24.328    22.919
  2048.084  2562.627      26.613    24.882
