#    X        Y           F606W     F814W
#    ACS/WFC-pixel            ACS/WFC  
  2473.438  3142.864      25.565    23.930
  2475.526  3153.485      25.728    24.077
  2477.256  3138.146      26.452    24.605
  2482.908  3143.526      25.285    23.671
  2483.940  3139.723      25.437    23.711
  2487.739  3158.684      26.850    25.065
  2464.101  3171.340      26.275    24.591
  2469.210  3173.062      25.343    23.697
  2472.103  3176.023      26.306    24.576
  2472.697  3166.101      27.110    25.040
  2479.165  3174.585      24.472    22.854
  2480.555  3166.518      26.183    24.207
  2484.839  3163.435      27.307    26.057
  2484.982  3177.141      22.141    20.410
  2487.545  3184.766      24.340    22.734
  2487.172  3186.864      27.175    25.630
  2485.405  3186.739      28.503    25.804
  2465.281  3206.378      25.767    24.123
  2467.649  3205.105      26.413    24.544
  2469.167  3201.942      26.153    24.251
  2469.113  3209.736      27.022    25.023
  2471.206  3192.368      27.417    25.542
  2475.983  3209.224      26.560    24.859
  2477.765  3194.236      26.329    24.656
  2481.482  3210.182      26.970    25.350
  2469.112  3199.534      26.937    24.950
  2472.327  3211.111      27.319    25.548
  2463.929  3232.442      26.200    24.372
  2464.195  3236.723      26.511    24.424
  2466.186  3228.286      25.881    24.170
  2471.692  3214.609      25.926    24.329
  2474.679  3229.282      26.797    25.191
  2475.954  3221.664      26.495    24.581
  2476.838  3214.866      27.293    25.304
  2478.794  3231.914      24.928    23.349
  2483.035  3219.665      25.315    22.306
  2468.162  3230.110      27.105    25.208
  2480.220  3232.797      25.826    24.159
  2483.589  3216.534      26.956    25.440
  2485.513  3220.853      26.726    24.674
  2466.867  3249.037      25.185    23.609
  2469.274  3258.313      26.343    24.648
  2473.716  3246.504      24.852    23.326
  2473.797  3257.679      25.612    23.817
  2476.285  3254.807      27.658    25.064
  2477.570  3240.788      25.420    23.728
  2478.529  3257.883      25.226    23.602
  2480.028  3250.135      23.129    21.382
  2481.717  3244.584      25.215    23.628
  2485.742  3241.942      25.840    24.137
  2486.896  3247.130      27.324    25.699
  2468.894  3268.816      25.756    24.054
  2472.000  3279.834      27.238    25.527
  2473.049  3272.055      25.606    23.766
  2487.536  3264.559      22.301    20.517
  2487.914  3273.052      26.044    24.240
  2463.475  3312.105      25.796    24.092
  2467.120  3290.175      26.390    24.674
  2473.132  3296.198      26.757    24.974
  2472.857  3310.817      25.538    23.828
  2474.585  3303.740      24.634    23.007
  2478.054  3291.843      25.969    24.507
  2482.317  3300.611      26.273    24.351
  2486.792  3301.522      24.547    22.897
  2487.397  3295.506      25.962    24.205
  2468.347  3314.164      27.426    25.312
  2468.860  3327.581      25.886    24.112
  2473.517  3332.101      24.878    23.169
  2479.360  3334.149      26.627    24.763
  2483.297  3326.014      28.398    25.969
  2484.837  3336.481      26.949    25.402
  2487.563  3315.151      23.476    21.749
  2487.828  3323.007      25.852    24.113
  2474.412  3313.143      27.094    25.320
  2476.998  3332.907      27.081    24.969
  2480.839  3335.856      27.010    25.249
  2486.092  3319.065      27.006    25.021
  2468.323  3358.563      25.427    23.844
  2468.982  3339.297      24.330    22.705
  2470.761  3356.913      26.425    24.674
  2473.576  3338.396      24.450    22.859
  2478.834  3357.731      25.212    23.579
  2479.187  3347.584      26.255    24.524
  2479.791  3339.364      26.094    24.275
  2484.304  3352.200      20.979    19.414
  2486.240  3359.504      26.072    24.269
  2464.436  3350.355      27.001    25.104
  2468.947  3355.309      26.780    24.966
  2474.981  3358.200      27.893    25.009
  2478.281  3361.577      26.520    25.061
  2482.439  3347.677      25.972    24.207
  2467.333  3386.661      25.763    24.197
  2468.290  3365.189      26.235    24.479
  2468.570  3379.142      25.948    24.174
  2475.985  3376.958      26.193    24.627
  2477.444  3367.500      23.622    21.997
  2486.859  3382.123      26.710    25.059
  2487.556  3375.385      25.449    23.851
  2474.979  3378.553      27.470    25.584
  2476.044  3366.936      26.253    24.569
  2467.852  3405.237      23.913    22.245
  2471.876  3391.967      23.613    21.922
  2472.930  3400.785      25.048    23.415
  2474.032  3410.515      23.907    22.231
  2478.600  3392.179      25.079    23.327
  2480.521  3395.967      25.384    23.683
  2484.128  3391.646      24.611    23.046
  2487.381  3399.066      24.749    23.120
  2474.932  3407.685      26.168    24.506
  2480.795  3397.604      26.302    24.418
  2487.652  3403.635      26.960    25.032
  2468.002  3418.294      25.611    23.964
  2467.927  3430.511      23.982    22.337
  2469.109  3423.782      27.569    25.623
  2470.403  3416.950      24.931    23.398
  2477.304  3419.331      28.109    25.874
  2479.208  3413.399      26.562    24.918
  2487.206  3426.926      26.717    25.161
  2464.218  3419.411      27.015    25.041
  2465.703  3429.494      25.461    23.735
  2463.663  3461.683      25.453    23.975
  2464.769  3447.740      27.454    25.631
  2467.291  3454.281      26.609    24.669
  2469.016  3450.605      25.892    24.429
  2472.108  3441.281      23.456    21.728
  2473.875  3446.826      22.672    20.919
  2478.328  3439.393      21.518    19.723
  2481.021  3454.759      26.390    24.406
  2474.497  3440.090      24.913    23.188
  2483.128  3452.480      26.718    25.629
  2487.406  3438.344      27.370    25.419
  2476.074  3438.864      25.029    23.479
  2472.617  3480.366      26.172    24.563
  2472.678  3475.913      25.594    23.874
  2473.020  3468.555      25.850    24.090
  2475.726  3464.086      26.096    24.440
  2475.929  3469.403      25.762    24.098
  2477.521  3473.542      27.500    25.368
  2481.810  3478.918      25.956    24.367
  2486.019  3464.301      27.293    26.264
  2464.839  3509.306      25.818    24.121
  2466.460  3496.018      25.696    24.106
  2485.229  3489.908      25.954    24.210
  2486.801  3501.044      24.348    22.697
  2485.955  3497.434      26.531    25.006
  2464.093  3533.865      25.783    23.893
  2469.933  3518.123      25.113    23.417
  2476.797  3515.719      25.530    23.828
  2477.528  3530.918      26.733    25.412
  2480.740  3537.371      25.314    23.635
  2484.745  3514.668      25.660    24.147
  2477.737  3526.980      26.922    25.573
  2484.001  3529.917      27.581    26.656
  2466.602  3555.932      26.145    24.437
  2467.401  3548.442      24.615    23.016
  2470.597  3545.047      26.594    25.081
  2471.424  3538.466      26.801    25.011
  2478.536  3561.591      25.912    24.191
  2479.744  3539.867      25.470    23.766
  2482.200  3558.625      26.199    24.463
  2485.316  3538.869      25.607    23.957
  2487.774  3560.582      25.578    23.960
  2466.803  3546.184      26.386    24.571
  2480.434  3559.874      26.659    25.015
  2464.216  3582.504      26.429    24.527
  2467.067  3564.064      27.195    25.658
  2469.356  3583.856      26.767    24.757
  2471.721  3581.343      25.626    24.015
  2476.316  3573.564      26.660    24.949
  2477.614  3570.192      25.671    23.971
  2481.933  3581.150      22.356    20.562
  2465.561  3583.225      26.963    25.309
  2478.512  3579.096      25.334    23.597
  2487.416  3576.739      26.579    25.366
  2486.949  3582.331      26.868    25.467
  2470.441  3602.853      25.787    23.948
  2472.676  3590.192      26.553    24.544
  2474.367  3612.269      26.894    25.259
  2477.394  3601.983      25.223    23.618
  2478.960  3591.475      26.645    25.027
  2484.295  3591.766      26.713    25.037
  2486.685  3599.126      24.345    22.740
  2486.549  3607.651      26.233    24.834
  2479.135  3599.403      26.395    25.018
  2464.444  3623.215      25.375    23.846
  2468.885  3619.112      27.733    25.685
  2478.753  3636.592      24.625    22.973
  2477.848  3614.991      28.971    26.050
  2469.991  3659.231      23.353    21.711
  2475.021  3641.509      26.179    24.492
  2475.775  3653.864      26.249    24.894
  2480.308  3650.956      26.816    25.167
  2484.908  3639.060      22.654    20.906
  2483.730  3643.324      27.953    25.675
  2473.396  3665.979      26.249    24.357
  2476.059  3678.092      26.118    24.211
  2481.096  3686.774      25.142    23.456
  2483.917  3680.626      26.223    24.289
  2485.645  3677.810      26.093    24.385
  2463.979  3685.951      26.496    24.952
  2480.226  3682.425      27.161    25.592
  2467.069  3706.959      25.988    24.464
  2469.285  3695.208      22.221    20.456
  2472.404  3699.148      25.784    24.124
  2475.922  3704.464      26.423    24.901
  2481.564  3698.399      26.186    24.589
  2485.301  3688.027      26.396    24.815
  2487.714  3705.733      23.898    22.334
  2466.584  3694.722      23.976    22.400
  2473.531  3694.090      26.279    24.565
  2464.014  3726.090      26.169    24.598
  2470.863  3730.526      25.302    23.721
  2474.060  3722.076      26.900    25.340
  2474.371  3734.365      24.030    22.478
  2464.782  3713.078      27.040    25.394
  2475.050  3737.776      26.947    24.854
  2464.222  3740.078      23.488    21.837
  2466.612  3753.561      24.323    22.714
  2466.895  3746.532      26.987    25.101
  2473.579  3744.565      26.343    24.944
  2487.637  3762.628      25.686    24.062
  2465.254  3776.023      26.492    24.718
  2471.029  3767.947      25.588    23.903
  2484.115  3780.885      26.414    25.830
  2484.656  3786.597      26.804    25.095
  2487.916  3775.613      24.670    23.131
  2481.307  3786.457      27.358    26.179
  2469.619  3808.988      27.977    26.317
  2480.688  3803.117      26.719    24.971
  2487.223  3797.177      22.855    21.107
  2487.131  3793.644      24.221    22.578
  2487.142  3789.219      27.206    25.669
  2465.029  3832.760      25.167    23.579
  2468.173  3822.584      27.389    25.335
  2476.985  3830.981      27.703    25.978
  2482.412  3823.341      25.431    23.632
  2471.925  3848.949      25.003    23.355
  2478.961  3846.029      25.035    23.531
  2483.397  3849.833      27.005    25.410
  2463.099  3865.847      24.800    23.206
  2475.454  3886.355      27.128    25.398
  2467.410  3912.583      24.862    23.316
  2469.653  3895.927      28.246    26.244
  2474.457  3911.169      28.733    25.800
  2485.003  3932.034      25.848    24.267
  2486.725  3921.999      23.838    22.271
  2486.763  3923.350      25.546    24.106
  2465.905  3939.903      26.679    25.109
  2465.663  3957.193      25.047    23.506
  2468.000  3955.022      24.301    22.745
  2478.053  3955.465      25.753    24.017
  2482.635  3949.001      26.153    24.656
  2465.134  3986.758      26.004    24.355
  2488.778  3002.103      25.863    24.237
  2491.523  3008.385      25.430    23.740
  2495.274  3001.543      25.743    24.009
  2495.767  3010.552      25.060    23.409
  2499.814  3005.806      24.563    22.953
  2505.815  2996.292      26.719    24.574
  2509.497  2994.826      26.198    24.562
  2509.099  3000.716      26.124    24.262
  2510.660  3012.966      24.566    22.982
  2488.510  2996.591      26.375    24.755
  2489.612  3004.316      27.282    25.612
  2496.388  3008.122      26.399    24.696
  2487.775  3005.740      27.610    25.438
  2491.344  3032.136      26.949    25.324
  2495.740  3026.634      26.945    25.060
  2496.248  3031.646      25.798    24.371
  2500.934  3015.427      24.806    23.249
  2501.095  3037.367      22.138    20.387
  2502.483  3026.632      23.339    21.676
  2505.864  3027.188      24.503    22.912
  2507.103  3029.852      25.344    23.741
  2512.068  3035.505      26.095    24.497
  2488.114  3030.882      26.968    25.782
  2502.114  3032.954      25.578    23.906
  2502.942  3021.370      27.574    25.882
  2503.440  3028.282      24.895    23.301
  2492.314  3058.212      26.186    24.412
  2499.750  3055.493      24.100    22.492
  2504.538  3050.263      25.992    24.435
  2507.917  3059.563      25.488    23.724
  2500.677  3041.516      26.470    25.084
  2490.335  3066.642      25.885    24.406
  2495.133  3071.394      24.905    23.338
  2496.796  3064.132      23.910    22.368
  2497.672  3085.585      26.284    24.647
  2503.117  3077.297      25.823    24.013
  2512.703  3068.683      25.444    23.882
  2499.159  3072.971      27.010    25.644
  2490.522  3094.968      24.576    23.085
  2492.391  3108.314      26.765    24.947
  2494.962  3097.175      26.143    24.592
  2495.410  3101.396      25.398    23.824
  2495.688  3112.391      27.057    25.222
  2498.006  3107.252      26.118    24.685
  2498.357  3092.574      23.989    22.421
  2509.222  3088.514      26.288    24.668
  2496.282  3098.237      26.724    25.315
  2496.717  3103.240      27.260    25.872
  2490.926  3136.087      25.674    24.039
  2493.892  3133.970      25.325    23.715
  2495.643  3129.106      26.392    24.683
  2497.190  3119.130      24.184    22.685
  2502.416  3123.424      26.456    24.602
  2504.190  3133.432      24.360    22.779
  2505.812  3129.006      25.463    23.788
  2507.654  3115.630      26.418    24.946
  2507.721  3137.072      24.941    23.310
  2496.056  3122.458      27.361    25.088
  2501.821  3119.073      27.120    25.203
  2509.692  3137.339      26.854    25.380
  2489.486  3144.210      27.825    26.032
  2490.671  3150.296      26.469    24.987
  2495.444  3155.502      25.567    23.940
  2497.727  3140.403      23.822    22.228
  2498.860  3152.801      26.776    25.066
  2507.615  3142.860      26.500    24.915
  2507.470  3157.537      24.346    22.805
  2508.365  3149.677      26.458    24.746
  2509.895  3139.901      25.239    23.559
  2512.826  3153.569      26.653    24.982
  2493.923  3143.062      26.937    25.194
  2498.623  3150.093      26.779    25.507
  2505.576  3143.516      27.801    25.444
  2505.876  3159.078      27.001    26.321
  2506.263  3154.754      27.511    25.427
  2507.988  3139.231      27.950    25.604
  2494.534  3173.918      26.216    24.498
  2495.306  3163.197      23.340    21.659
  2495.180  3183.265      25.791    24.081
  2498.983  3180.009      27.440    25.841
  2507.205  3184.842      24.471    22.822
  2509.289  3176.784      24.577    23.030
  2511.261  3179.394      25.767    24.180
  2492.930  3165.694      26.677    25.008
  2497.691  3183.960      26.954    25.349
  2498.691  3163.891      25.622    23.752
  2502.711  3175.660      27.889    27.040
  2494.000  3212.883      26.395    24.239
  2499.295  3201.291      26.274    24.645
  2499.955  3208.052      24.103    22.528
  2503.106  3195.587      27.545    25.404
  2503.887  3211.041      24.906    23.184
  2511.855  3198.191      24.844    23.221
  2512.132  3202.318      25.631    23.968
  2491.074  3221.654      25.432    23.768
  2501.005  3222.339      20.419    18.590
  2508.068  3231.091      26.863    25.130
  2491.312  3247.255      25.524    23.759
  2495.587  3240.719      25.608    23.905
  2498.526  3252.404      23.631    21.968
  2500.894  3246.760      24.934    23.322
  2503.240  3258.915      25.820    24.056
  2503.991  3239.289      21.795    20.015
  2505.691  3254.945      25.424    23.707
  2489.460  3251.054      29.641    26.426
  2501.584  3249.237      26.252    24.501
  2502.305  3244.967      26.904    25.710
  2507.984  3239.909      26.663    24.856
  2487.672  3286.671      28.084    25.602
  2494.760  3273.444      23.787    22.133
  2500.551  3267.662      28.382    26.585
  2502.387  3286.366      24.894    23.215
  2506.973  3275.526      23.316    21.545
  2507.104  3283.183      23.834    22.201
  2508.293  3266.572      26.219    24.359
  2492.375  3306.367      24.356    22.716
  2493.191  3291.149      22.023    20.198
  2494.403  3296.113      25.875    24.040
  2497.471  3302.338      26.175    24.461
  2501.461  3308.175      21.057    19.236
  2505.415  3312.510      25.084    23.415
  2510.066  3302.159      28.187    26.445
  2512.350  3312.677      24.585    22.877
  2494.374  3302.663      26.536    24.732
  2497.037  3306.652      25.227    23.585
  2491.931  3331.099      25.562    23.758
  2492.088  3322.123      26.397    24.520
  2493.229  3335.829      23.802    22.191
  2503.290  3320.392      24.599    22.917
  2507.748  3317.029      25.476    23.797
  2512.537  3327.410      25.312    23.571
  2498.641  3321.111      27.217    26.471
  2511.162  3317.048      27.310    25.278
  2492.492  3360.822      25.065    23.487
  2500.391  3357.889      24.040    22.494
  2501.280  3340.090      27.570    25.856
  2502.281  3353.090      24.420    22.782
  2510.035  3359.492      25.755    24.028
  2511.111  3345.891      28.417    26.013
  2506.268  3357.731      28.183    25.332
  2491.752  3377.554      24.353    22.816
  2492.413  3365.795      25.884    24.294
  2492.811  3384.250      26.521    25.166
  2495.634  3369.440      26.137    24.281
  2507.284  3367.710      24.157    22.502
  2510.405  3382.129      26.178    24.497
  2509.656  3380.541      26.920    25.659
  2510.108  3369.922      27.714    25.488
  2496.056  3389.437      27.067    25.417
  2496.764  3402.325      24.709    23.023
  2504.297  3405.218      26.351    24.609
  2508.057  3393.455      27.064    25.475
  2511.763  3396.700      25.287    23.592
  2512.363  3408.451      25.717    24.006
  2491.847  3435.005      25.664    24.035
  2505.010  3417.800      26.852    24.869
  2507.867  3431.382      26.142    24.504
  2512.130  3420.663      25.367    23.680
  2512.850  3424.150      25.820    24.075
  2499.543  3437.345      28.021    25.918
  2491.206  3451.918      21.897    20.103
  2493.766  3440.487      26.687    24.807
  2497.376  3439.921      26.690    24.841
  2503.070  3462.117      24.188    22.534
  2508.962  3458.738      24.294    22.604
  2494.607  3438.437      27.713    25.404
  2493.951  3467.870      25.723    23.829
  2495.853  3482.568      26.244    24.431
  2496.242  3479.949      26.361    25.110
  2500.701  3487.630      25.717    23.951
  2501.819  3470.219      26.234    24.343
  2509.880  3470.163      25.470    23.779
  2510.668  3480.424      24.350    22.731
  2512.291  3476.015      26.534    24.692
  2492.214  3503.851      25.566    23.744
  2493.148  3496.414      26.412    24.597
  2493.862  3509.428      25.621    24.059
  2502.393  3501.937      25.513    23.798
  2504.234  3494.507      24.108    22.513
  2505.272  3512.276      24.351    22.763
  2506.512  3495.829      24.188    22.593
  2508.904  3508.236      26.144    24.303
  2509.198  3505.120      26.653    24.536
  2511.220  3512.008      27.543    25.331
  2508.128  3503.300      26.981    25.654
  2490.430  3517.268      25.233    23.509
  2490.208  3521.476      26.882    24.710
  2494.333  3518.072      26.350    24.532
  2494.930  3531.459      27.343    25.919
  2496.987  3522.730      26.771    24.940
  2497.859  3527.190      27.246    25.178
  2505.957  3525.613      25.475    23.829
  2512.703  3521.738      26.642    24.718
  2492.923  3513.828      27.644    25.397
  2507.522  3526.545      25.862    24.300
  2491.903  3542.701      26.557    24.647
  2494.769  3555.033      27.095    25.277
  2503.103  3542.675      22.004    20.202
  2508.542  3548.443      24.140    22.488
  2512.382  3554.657      25.427    23.720
  2494.688  3542.381      26.936    25.182
  2499.086  3543.524      26.215    24.690
  2492.507  3573.101      27.683    26.093
  2494.507  3564.714      24.634    23.016
  2511.826  3586.587      26.190    24.505
  2494.901  3568.526      26.556    24.669
  2495.607  3563.264      27.140    25.437
  2509.976  3587.326      26.750    25.167
  2492.153  3600.182      24.591    22.958
  2499.606  3608.223      27.609    25.921
  2499.988  3590.392      23.848    22.205
  2505.491  3609.743      27.644    25.321
  2509.290  3597.478      23.676    22.022
  2503.758  3594.889      26.930    25.853
  2490.343  3631.429      25.793    23.991
  2494.829  3632.413      26.003    24.310
  2495.569  3623.789      24.886    23.254
  2497.362  3631.257      25.498    23.770
  2502.226  3632.053      26.747    25.050
  2504.459  3616.921      25.152    23.562
  2510.607  3632.141      25.050    23.308
  2510.799  3617.199      24.440    22.829
  2499.425  3631.292      27.549    25.837
  2489.722  3652.697      26.614    25.461
  2492.671  3650.081      25.747    23.977
  2502.785  3655.695      24.972    23.384
  2504.380  3661.912      25.739    23.900
  2504.846  3639.961      26.496    25.035
  2511.329  3638.617      26.216    24.583
  2512.917  3661.520      26.066    24.270
  2491.552  3638.697      27.240    25.498
  2497.464  3679.458      26.179    24.491
  2498.844  3686.031      24.595    23.055
  2506.046  3664.227      24.576    22.951
  2510.952  3667.735      24.468    22.803
  2488.900  3712.510      25.504    23.827
  2493.190  3688.610      27.711    25.312
  2498.282  3692.572      25.661    24.071
  2498.434  3704.876      24.068    22.489
  2502.865  3701.307      24.397    22.844
  2505.633  3705.480      24.456    22.834
  2506.460  3693.743      25.501    23.802
  2508.886  3688.266      25.118    23.714
  2508.885  3699.823      25.853    24.184
  2500.195  3691.964      27.638    25.734
  2492.961  3713.125      24.548    22.918
  2494.512  3737.705      18.614    16.579
  2500.290  3720.303      27.049    24.599
  2488.095  3752.824      24.888    23.382
  2502.431  3751.058      25.610    24.052
  2503.943  3745.553      24.470    22.952
  2506.134  3757.136      23.557    21.857
  2506.939  3750.181      27.153    25.142
  2509.863  3755.898      26.138    24.350
  2493.312  3775.523      25.001    23.504
  2493.706  3778.952      25.968    24.296
  2490.589  3807.145      24.433    22.920
  2491.735  3798.725      25.234    23.627
  2495.985  3789.638      25.972    24.218
  2498.077  3810.092      26.581    25.122
  2499.166  3796.788      26.262    24.523
  2502.094  3797.878      26.933    25.048
  2490.572  3796.420      26.101    24.328
  2489.775  3822.118      24.622    23.131
  2490.242  3815.845      25.350    23.627
  2496.300  3828.878      27.402    25.488
  2501.429  3829.338      25.849    24.132
  2503.859  3828.081      26.027    24.491
  2506.058  3817.744      25.913    24.493
  2493.099  3857.858      20.350    18.558
  2506.454  3839.916      25.424    23.553
  2507.430  3852.837      24.492    22.818
  2490.608  3856.492      23.935    22.428
  2490.188  3883.028      28.013    27.138
  2496.107  3869.110      24.954    23.294
  2501.402  3870.189      25.023    23.466
  2503.387  3877.539      25.517    23.913
  2511.844  3887.595      27.681    26.347
  2512.649  3870.836      26.671    24.845
  2496.685  3867.847      25.922    24.343
  2488.498  3911.120      25.959    24.172
  2500.358  3891.520      24.692    23.163
  2504.017  3890.140      25.031    23.459
  2504.831  3894.784      25.113    23.561
  2512.769  3896.618      28.636    26.105
  2494.449  3913.610      26.733    24.801
  2499.497  3920.090      27.597    25.402
  2507.123  3931.083      27.263    25.825
  2509.062  3937.940      25.626    24.033
  2511.465  3920.820      24.919    23.380
  2493.723  3944.648      25.151    23.452
  2496.533  3941.727      26.087    24.533
  2502.849  3961.683      22.808    21.092
  2500.355  3959.571      26.793    25.309
  2494.574  3966.538      25.416    23.764
  2495.460  3973.869      28.205    25.833
  2501.517  3982.083      26.874    25.258
  2514.443  3011.561      25.136    23.433
  2516.837  2995.650      23.514    21.899
  2520.357  3012.358      25.084    23.478
  2522.325  3003.083      25.771    24.077
  2522.911  2990.135      26.132    24.360
  2526.635  3005.478      26.693    24.718
  2534.695  3006.988      24.187    22.577
  2536.521  2994.718      28.313    25.663
  2525.346  2991.364      27.027    25.394
  2514.538  3017.063      26.645    25.046
  2517.852  3026.770      24.016    22.401
  2519.038  3023.456      24.078    22.542
  2520.450  3027.877      25.459    23.671
  2521.537  3019.246      23.730    22.161
  2523.451  3015.344      25.849    24.334
  2527.077  3019.093      26.959    24.854
  2529.323  3016.134      26.132    24.455
  2516.750  3046.511      27.128    25.512
  2516.794  3060.312      25.882    24.511
  2518.858  3040.711      25.731    23.646
  2526.599  3056.578      25.182    23.674
  2526.689  3059.601      26.361    24.716
  2535.896  3039.261      18.476    16.514
  2518.679  3059.752      26.405    25.080
  2514.194  3072.151      25.643    24.121
  2514.323  3087.940      24.483    22.893
  2515.344  3080.947      24.908    23.250
  2517.303  3069.922      26.293    24.577
  2517.920  3063.726      25.595    24.004
  2520.670  3072.260      25.715    24.109
  2523.610  3066.945      25.673    24.099
  2526.944  3076.668      24.543    22.975
  2532.891  3083.091      21.292    19.521
  2529.031  3085.310      23.840    22.227
  2536.869  3081.943      25.916    24.125
  2513.282  3102.271      25.825    23.990
  2513.352  3108.764      26.614    24.610
  2518.664  3096.425      19.622    17.772
  2527.985  3100.036      25.806    24.034
  2528.578  3093.281      25.474    23.738
  2533.288  3094.432      25.755    23.988
  2535.007  3098.971      24.529    22.934
  2536.587  3105.452      25.952    24.357
  2537.154  3112.614      27.096    25.114
  2533.521  3101.118      27.111    24.996
  2521.406  3131.376      22.197    20.487
  2525.844  3113.302      23.593    21.986
  2526.142  3128.451      25.795    24.101
  2526.738  3123.003      23.922    22.328
  2526.910  3136.817      24.596    23.056
  2530.151  3115.926      22.394    20.664
  2530.732  3126.458      26.099    24.407
  2517.630  3130.374      26.782    25.158
  2519.223  3135.072      25.676    23.934
  2522.072  3125.107      27.466    25.150
  2531.992  3129.105      26.591    24.907
  2535.967  3117.559      26.215    24.260
  2519.496  3162.615      24.060    22.503
  2521.179  3154.185      25.070    23.432
  2523.749  3138.470      26.082    24.254
  2531.846  3161.093      26.412    24.929
  2534.572  3149.062      19.580    17.669
  2522.162  3155.526      26.363    24.559
  2519.243  3173.921      26.337    24.630
  2522.526  3178.037      26.662    25.033
  2523.111  3184.922      26.162    24.568
  2528.031  3174.565      25.682    23.836
  2530.099  3184.428      21.488    19.706
  2531.884  3167.934      27.093    26.410
  2531.936  3173.402      26.136    24.239
  2534.443  3187.695      25.470    23.856
  2537.143  3173.077      29.071    25.852
  2514.935  3170.403      26.897    25.256
  2522.108  3164.107      26.891    25.099
  2528.083  3180.139      25.829    24.058
  2533.336  3178.150      27.280    26.270
  2521.454  3190.493      24.636    23.078
  2522.808  3211.824      24.479    22.846
  2524.587  3203.181      24.740    23.125
  2526.717  3188.922      26.402    24.526
  2532.603  3200.381      27.042    25.204
  2536.559  3193.254      25.018    23.368
  2522.191  3201.197      26.185    24.453
  2526.687  3202.536      26.329    24.563
  2532.248  3198.068      27.072    25.241
  2537.917  3191.444      27.119    25.177
  2513.674  3227.739      25.556    23.891
  2515.763  3221.507      24.882    23.328
  2517.195  3217.072      26.173    24.437
  2521.072  3220.940      26.843    24.955
  2524.768  3236.499      24.180    22.554
  2525.237  3220.554      25.701    23.943
  2525.501  3228.444      26.176    24.331
  2527.690  3217.167      24.418    22.807
  2533.612  3223.963      26.740    25.081
  2535.600  3227.972      25.246    23.601
  2537.513  3219.897      26.112    24.241
  2513.809  3232.679      27.526    25.828
  2523.035  3213.874      26.202    24.353
  2526.796  3224.658      27.370    25.728
  2530.005  3213.600      27.683    25.520
  2536.348  3222.050      26.642    24.712
  2534.658  3221.244      27.543    26.625
  2517.221  3255.091      25.773    23.953
  2517.983  3242.794      25.870    24.276
  2520.913  3248.156      24.239    22.622
  2522.794  3255.116      26.635    24.686
  2524.570  3246.646      24.804    23.163
  2527.043  3248.034      25.079    23.470
  2527.127  3259.993      25.120    23.165
  2531.408  3246.386      26.690    24.827
  2534.657  3251.461      28.151    25.108
  2514.708  3263.082      26.548    24.678
  2516.282  3286.740      27.203    25.595
  2517.118  3274.790      26.802    24.904
  2518.497  3264.758      26.225    24.495
  2521.799  3280.722      25.136    23.400
  2523.491  3265.643      25.789    24.071
  2529.696  3269.186      25.726    24.034
  2530.779  3276.953      25.799    24.245
  2531.700  3283.422      25.426    23.727
  2535.405  3275.198      24.946    23.242
  2523.645  3263.607      27.700    25.314
  2523.666  3269.377      26.925    25.280
  2534.431  3278.531      26.588    24.964
  2513.484  3298.652      27.845    25.469
  2518.677  3302.375      24.388    22.699
  2527.082  3298.242      24.881    23.279
  2526.533  3305.901      27.230    25.852
  2531.203  3288.102      28.968    24.987
  2531.104  3310.862      26.463    25.061
  2532.577  3298.857      25.696    23.984
  2534.289  3303.840      25.366    23.738
  2513.175  3310.242      26.348    24.532
  2522.283  3303.179      26.240    24.393
  2525.948  3296.409      25.849    24.115
  2536.403  3298.018      27.482    26.157
  2514.538  3309.145      26.947    25.345
  2525.101  3298.477      26.921    25.161
  2516.525  3336.946      24.708    23.107
  2519.985  3317.291      25.045    23.398
  2522.795  3314.288      25.270    24.143
  2531.029  3328.708      25.080    23.401
  2536.662  3333.210      26.580    24.728
  2513.402  3328.641      27.349    25.475
  2515.609  3336.124      25.710    23.996
  2537.818  3323.395      27.839    25.858
  2514.423  3358.253      26.471    24.769
  2517.682  3348.513      27.007    24.899
  2519.696  3342.365      24.725    23.074
  2522.365  3351.523      24.991    23.360
  2523.956  3344.794      25.018    23.401
  2524.846  3349.196      24.340    22.677
  2529.483  3345.230      21.988    20.814
  2532.250  3338.746      26.430    24.592
  2532.533  3358.071      26.801    25.382
  2535.993  3353.595      25.753    24.067
  2519.026  3339.611      26.029    24.414
  2522.936  3349.669      25.992    24.299
  2527.536  3346.295      24.798    23.083
  2531.538  3360.055      27.277    25.350
  2520.685  3338.606      27.103    25.160
  2515.420  3378.608      24.588    22.933
  2516.193  3385.434      26.672    24.856
  2522.812  3376.561      27.125    25.218
  2523.913  3384.384      26.239    24.676
  2532.689  3384.573      26.327    24.769
  2535.215  3381.924      25.817    24.413
  2514.476  3392.826      23.096    21.350
  2520.825  3394.487      25.429    23.763
  2523.138  3412.774      25.849    24.181
  2523.876  3390.354      26.300    24.689
  2529.970  3407.880      27.663    25.465
  2533.053  3401.429      25.723    24.057
  2535.701  3392.615      24.926    23.201
  2535.557  3412.267      25.085    23.493
  2537.550  3403.331      26.456    24.936
  2516.074  3394.677      24.346    22.727
  2515.362  3420.963      26.059    24.148
  2515.323  3430.105      25.871    24.167
  2520.880  3435.051      24.485    22.880
  2526.644  3435.407      24.200    22.571
  2527.441  3425.859      26.730    24.820
  2529.313  3414.831      24.709    23.076
