#    X         Y         F606W       rms      N     F814W      rms       N        RA               DEC               flag  
#
  2527.414  3342.281     31.8991    9.900     1     28.1601    0.736     2     43.88265344243    -54.10710189957        0
  2513.776  3413.362     30.1321    9.900     1     29.5991    9.900     1     43.88233046777    -54.10611464896        1
  2513.198  3452.522     30.5591    9.900     1     28.9751    9.900     1     43.88231682548    -54.10557074969        0
  2513.669  3456.007     33.9021    9.900     1     33.0021    9.900     1     43.88232798673    -54.10552234581        0
  2526.649  3452.546     33.9021    9.900     1     30.9461    0.356     2     43.88263544790    -54.10557041171        1
  2542.439  3267.795     30.1841    1.530     2     33.0021    9.900     1     43.88300928572    -54.10813644228        0
  2539.206  3323.468     33.9021    9.900     1     33.0021    9.900     1     43.88293275752    -54.10736319225        1
  2543.317  3356.435     29.5351    0.778     3     29.0541    0.455     2     43.88303017527    -54.10690530692        0
  2545.171  3350.064     33.9021    9.900     1     29.8191    9.900     1     43.88307408715    -54.10699379411        0
  2555.774  3348.300     26.4251    0.231     4     25.6481    0.396     2     43.88332525414    -54.10701829093        1
  2541.417  3366.865     28.8421    0.667     2     28.8131    1.554     2     43.88298517812    -54.10676044365        0
  2556.028  3365.639     31.5591    9.900     1     28.4651    0.790     2     43.88333128697    -54.10677746671        0
  2559.831  3401.267     28.6521    9.900     1     28.3431    9.900     1     43.88342140538    -54.10628262244        0
  2554.743  3414.682     29.6621    9.900     1     28.5751    9.900     1     43.88330089310    -54.10609630113        1
  2545.790  3439.825     33.9021    9.900     1     28.3031    9.900     1     43.88308884019    -54.10574708910        1
  2552.957  3438.512     28.7031    0.014     3     33.0021    9.900     1     43.88325860896    -54.10576532309        0
  2568.570  3259.983     27.0441    0.374     3     26.1961    0.123     2     43.88362829922    -54.10824493537        1
  2563.609  3306.718     29.3621    9.900     1     28.4511    9.900     1     43.88351081748    -54.10759582724        0
  2574.887  3326.133     33.9021    9.900     1     28.8941    2.651     2     43.88377799465    -54.10732616532        1
  2581.157  3314.568     29.2901    9.900     1     29.2391    9.900     1     43.88392651407    -54.10748679128        0
  2583.873  3323.736     33.9021    9.900     1     33.0021    9.900     1     43.88399085908    -54.10735945453        0
  2575.515  3401.271     31.6471    9.900     1     29.2981    9.900     1     43.88379292864    -54.10628256147        1
  2577.553  3402.708     30.6511    9.900     1     28.8401    9.900     1     43.88384120595    -54.10626260205        0
  2579.146  3392.723     31.3041    9.900     1     28.5161    9.900     1     43.88387893362    -54.10640128475        1
  2565.714  3419.613     28.8201    2.389     2     28.9711    9.900     1     43.88356077761    -54.10602780990        0
  2570.782  3462.010     28.1491    0.632     2     27.1231    9.900     1     43.88368086192    -54.10543894948        1
  2597.581  3243.812     26.7751    0.101     2     25.9061    0.309     2     43.88431553599    -54.10846952695        0
  2600.032  3251.414     28.5751    0.285     2     27.6951    9.900     1     43.88437360279    -54.10836394072        0
  2600.583  3312.474     30.4461    9.900     1     28.3281    9.900     1     43.88438669016    -54.10751586848        0
  2600.774  3339.881     30.0091    9.900     1     29.4231    9.900     1     43.88439123021    -54.10713520823        0
  2600.736  3345.300     29.1261    0.888     2     33.0021    9.900     1     43.88439033311    -54.10705994289        0
  2611.716  3367.526     26.3741    0.104     3     25.7101    0.143     3     43.88465044332    -54.10675123865        1
  2611.872  3366.368     28.2251    9.900     1     27.6231    1.985     2     43.88465413814    -54.10676732224        0
  2603.401  3409.060     29.0911    0.104     2     28.6931    9.900     1     43.88445349763    -54.10617436919        0
  2612.002  3431.513     26.6671    0.123     3     25.9921    0.268     3     43.88465724864    -54.10586251293        0
  2611.056  3421.857     28.0971    9.900     1     28.3561    9.900     1     43.88463483531    -54.10599662698        0
  2611.554  3433.119     26.7561    0.022     2     26.1061    0.227     3     43.88464663728    -54.10584020710        0
  2606.884  3443.614     28.8151    9.900     1     29.4401    9.900     1     43.88453602072    -54.10569444199        0
  2606.345  3483.066     30.6601    9.900     1     28.4641    9.900     1     43.88452327360    -54.10514648707        1
  2627.410  3281.250     32.6071    9.900     1     24.9951    9.900     1     43.88502217713    -54.10794953432        1
  2615.354  3308.781     27.5631    0.376     4     27.2341    9.900     1     43.88473659499    -54.10756715604        1
  2613.917  3323.791     26.4601    0.315     2     25.7301    0.090     3     43.88470256113    -54.10735868026        1
  2620.333  3324.958     29.2661    9.900     1     29.0011    9.900     1     43.88485454804    -54.10734246940        1
  2634.076  3337.625     26.8121    0.145     3     26.1111    0.381     3     43.88518010494    -54.10716653068        1
  2634.463  3348.942     30.7801    9.900     1     28.1221    9.900     1     43.88518927578    -54.10700934693        0
  2628.822  3386.037     29.4561    0.115     2     27.9351    9.900     1     43.88505566190    -54.10649413052        0
  2625.583  3409.947     27.0421    0.077     2     26.2611    9.900     1     43.88497894474    -54.10616204185        1
  2623.740  3428.589     27.8161    1.754     2     26.9661    0.592     2     43.88493529495    -54.10590312078        0
  2613.784  3430.969     27.2771    0.425     2     26.4711    0.155     2     43.88469946006    -54.10587006802        0
  2624.808  3427.719     28.9481    9.900     1     27.9121    9.900     1     43.88496059322    -54.10591520398        0
  2634.055  3451.539     28.0531    1.073     2     26.9611    0.637     3     43.88517964178    -54.10558436102        1
  2619.604  3471.558     29.9341    9.900     1     28.2001    9.900     1     43.88483733997    -54.10530631894        0
  2658.636  3335.338     30.2031    9.900     1     28.2981    9.900     1     43.88576189542    -54.10719828671        0
  2648.606  3342.094     31.0151    4.550     2     29.4051    9.900     1     43.88552430036    -54.10710445501        0
  2649.009  3413.052     29.4741    9.900     1     29.9941    1.247     2     43.88553385978    -54.10611890793        0
  2640.962  3448.062     29.5851    9.900     1     33.0021    1.072     3     43.88534325148    -54.10563265125        0
  2646.309  3484.020     28.5621    9.900     1     27.2311    9.900     1     43.88546991679    -54.10513322302        0
  2651.569  3465.804     26.4111    0.362     3     25.5881    0.003     3     43.88559450949    -54.10538622613        1
  2652.494  3484.088     28.3041    0.052     2     27.5231    9.900     1     43.88561642328    -54.10513227642        0
  2676.317  3243.115     29.6481    9.900     1     29.8421    9.900     1     43.88618073610    -54.10847918052        0
  2678.565  3259.372     26.8701    0.263     2     26.1491    0.445     4     43.88623398879    -54.10825338368        1
  2683.162  3276.772     28.7421    1.109     2     27.7291    9.900     1     43.88634288636    -54.10801171073        0
  2681.980  3310.082     26.4281    2.805     2     33.0021    1.793     2     43.88631488329    -54.10754906325        0
  2683.825  3298.843     29.1551    0.653     3     29.9821    9.900     1     43.88635859012    -54.10770516287        1
  2676.875  3329.214     29.3261    0.270     2     27.6961    0.815     2     43.88619395140    -54.10728333762        1
  2679.637  3348.936     29.5601    9.900     1     29.2791    9.900     1     43.88625937816    -54.10700941468        0
  2670.249  3351.101     29.7701    1.082     2     33.0021    9.900     1     43.88603699095    -54.10697934789        0
  2684.782  3381.190     30.6381    9.900     1     29.7541    9.900     1     43.88638125201    -54.10656143196        1
  2685.210  3426.957     31.0241    9.900     1     29.0871    1.335     2     43.88639138576    -54.10592576668        1
  2676.581  3447.198     27.4401    0.254     4     26.7141    9.900     1     43.88618698267    -54.10564463919        0
  2678.573  3448.742     28.5491    9.900     1     30.3891    9.900     1     43.88623416844    -54.10562319364        0
  2676.306  3479.432     33.9021    9.900     1     33.0021    1.092     2     43.88618046746    -54.10519693613        0
  2680.638  3481.811     28.7721    9.900     1     27.8241    2.515     2     43.88628308121    -54.10516389232        1
  2688.239  3321.915     33.9021    9.900     1     28.2941    9.900     1     43.88646314975    -54.10738471067        1
  2705.764  3322.128     25.9401    9.900     1     25.2331    0.018     3     43.88687829367    -54.10738174623        1
  2711.983  3334.718     30.9651    9.900     1     28.8051    9.900     1     43.88702560952    -54.10720687957        0
  2691.095  3362.790     21.4692    0.010     2     20.8021    0.012     4     43.88653079841    -54.10681699031        1
  2700.784  3349.298     28.6501    9.900     1     31.8511    1.455     2     43.88676031789    -54.10700437950        0
  2691.431  3360.805     21.4692    0.207     3     20.8021    0.191     3     43.88653875800    -54.10684456018        0
  2700.445  3395.079     26.5091    0.245     2     25.7061    0.263     4     43.88675227718    -54.10636852003        0
  2704.818  3423.054     33.9021    9.900     1     26.3311    9.900     1     43.88685585792    -54.10597996930        1
  2706.275  3441.418     30.0971    0.736     3     33.0021    9.900     1     43.88689036615    -54.10572490828        0
  2717.960  3293.625     29.8391    0.277     3     28.2261    9.900     1     43.88716721109    -54.10777762472        0
  2731.500  3312.293     29.4411    9.900     1     33.0021    2.002     2     43.88748794994    -54.10751833723        0
  2731.743  3318.169     32.6231    9.900     1     29.2051    0.871     3     43.88749370352    -54.10743672445        0
  2734.800  3344.337     29.5811    0.583     2     33.0021    9.900     1     43.88756610684    -54.10707327188        0
  2738.010  3350.380     33.9021    9.900     1     29.3971    9.900     1     43.88764214374    -54.10698933858        0
  2731.221  3376.498     26.8091    9.900     1     26.0611    0.778     2     43.88748131061    -54.10662658387        1
  2716.474  3394.354     30.4211    9.900     1     29.1051    9.900     1     43.88713197385    -54.10637858414        1
  2717.365  3395.175     31.4071    9.900     1     30.0571    9.900     1     43.88715307965    -54.10636718083        0
  2728.526  3431.126     24.8045    0.020     4     24.2721    0.020     3     43.88741744631    -54.10586784782        1
  2728.635  3429.371     24.8045    0.131     3     24.2721    0.359     2     43.88742002907    -54.10589222326        0
  2714.642  3463.085     28.1191    9.900     1     26.8881    0.439     3     43.88708855401    -54.10542396898        0
  2722.735  3480.786     28.2271    0.326     2     30.1811    9.900     1     43.88728025024    -54.10517811418        1
  2740.053  3253.591     29.7741    9.900     1     29.1261    9.900     1     43.88769059150    -54.10833365569        0
  2754.149  3277.257     26.5271    0.337     3     25.8361    0.054     2     43.88802449924    -54.10800494999        0
  2752.349  3276.962     26.5051    0.066     3     26.0011    0.409     2     43.88798185918    -54.10800904791        0
  2755.867  3277.899     26.3111    0.439     2     25.7631    0.159     2     43.88806519656    -54.10799603256        0
  2753.600  3279.237     26.8061    0.002     2     26.2671    1.035     2     43.88801149268    -54.10797744964        0
  2740.433  3327.368     28.9641    0.679     2     29.5231    9.900     1     43.88769955334    -54.10730895507        0
  2759.849  3329.016     33.9021    9.900     1     28.9551    9.900     1     43.88815949061    -54.10728605904        0
  2762.628  3335.335     29.2501    9.900     1     28.2771    9.900     1     43.88822531673    -54.10719829248        0
  2737.365  3350.754     31.5851    9.900     1     29.0751    9.900     1     43.88762686450    -54.10698414426        1
  2762.578  3383.634     26.2541    0.218     4     25.0881    0.031     4     43.88822409759    -54.10652746001        1
  2752.079  3406.389     29.7061    2.612     2     33.0021    9.900     1     43.88797538091    -54.10621141582        1
  2744.738  3474.069     29.2851    1.522     2     27.7021    0.275     3     43.88780144823    -54.10527140007        0
  2765.392  3269.636     26.5931    0.169     2     25.6941    9.900     1     43.88829084061    -54.10811079539        1
  2775.628  3337.720     29.9011    0.225     3     33.0021    1.744     2     43.88853326612    -54.10716516235        0
  2784.975  3321.055     30.6251    9.900     1     28.6541    0.135     2     43.88875469790    -54.10739662196        0
  2775.638  3343.428     30.0831    9.900     1     28.9201    9.900     1     43.88853349831    -54.10708588303        0
  2777.588  3351.321     28.2441    2.741     2     26.8321    0.139     2     43.88857968428    -54.10697625522        0
  2771.377  3408.591     33.9021    9.900     1     33.0021    9.900     1     43.88843251023    -54.10618082523        0
  2767.827  3414.924     29.6631    9.900     1     30.0881    9.900     1     43.88834841307    -54.10609286641        0
  2764.879  3443.465     33.9021    0.544     3     29.1311    9.900     1     43.88827856001    -54.10569645694        0
  2783.937  3470.342     28.4351    0.863     2     28.0821    9.900     1     43.88872997647    -54.10532315144        0
  2783.696  3463.680     29.5721    0.212     2     30.1071    9.900     1     43.88872427369    -54.10541568110        0
  2799.932  3243.388     30.0591    9.900     1     29.1581    9.900     1     43.88910908831    -54.10847534611        1
  2803.250  3317.034     29.7001    9.900     1     28.4411    0.001     3     43.88918761269    -54.10745246396        0
  2794.170  3367.686     28.9831    0.279     2     28.7441    0.882     2     43.88897247010    -54.10674895341        0
  2802.021  3376.155     29.4501    9.900     1     30.0651    1.643     2     43.88915843828    -54.10663132342        1
  2800.832  3467.997     33.9021    9.900     1     33.0021    9.900     1     43.88913017909    -54.10535571568        1
  2812.598  3466.221     28.6321    9.900     1     28.4701    1.614     2     43.88940888834    -54.10538037877        0
  2821.766  3450.855     30.6861    9.900     1     29.0771    2.299     2     43.88962607385    -54.10559379642        0
  2876.012  3238.983     29.9011    0.691     2     29.6021    9.900     1     43.89091137702    -54.10853650160        1
  2880.962  3271.167     30.1791    9.900     1     28.9451    9.900     1     43.89102858583    -54.10808949120        0
  2884.863  3299.016     31.0981    9.900     1     27.9441    1.888     2     43.89112094988    -54.10770269066        0
  2882.043  3353.879     27.3441    0.090     3     26.7731    0.751     2     43.89105405587    -54.10694069070        0
  2883.802  3354.017     27.9501    0.596     2     27.8051    9.900     1     43.89109572357    -54.10693877339        0
  2877.131  3382.959     27.2041    0.408     2     26.9121    9.900     1     43.89093765103    -54.10653679565        0
  2887.006  3409.438     25.9141    0.160     4     25.2051    0.133     2     43.89117152671    -54.10616902120        1
  2894.093  3261.651     29.4861    9.900     1     33.0021    9.900     1     43.89133966384    -54.10822165590        0
  2911.617  3270.101     30.1391    9.900     1     28.2731    0.229     2     43.89175477644    -54.10810428646        0
  2901.556  3322.876     31.7931    9.900     1     33.0021    9.900     1     43.89151634445    -54.10737128957        1
  2894.610  3313.543     33.9021    9.900     1     33.0021    9.900     1     43.89135181947    -54.10750091949        0
  2899.834  3364.768     32.3081    9.900     1     29.9531    9.900     1     43.89147547684    -54.10678944551        1
  2911.781  3368.240     33.9021    9.900     1     29.2081    9.900     1     43.89175847473    -54.10674121823        0
  2891.021  3402.027     30.3891    9.900     1     28.6281    9.900     1     43.89126664682    -54.10627195238        0
  2893.694  3391.359     29.9111    9.900     1     31.2261    9.900     1     43.89132998371    -54.10642012100        1
  2902.709  3410.094     30.6531    3.707     2     28.8641    9.900     1     43.89154349782    -54.10615990450        1
  2903.059  3474.979     29.0411    0.839     2     29.1121    2.474     2     43.89155166967    -54.10525870629        0
  2904.943  3482.189     28.8571    0.220     2     30.9561    9.900     1     43.89159628351    -54.10515856481        0
  2910.366  3469.430     33.9021    9.900     1     31.1441    1.107     2     43.89172476441    -54.10533577471        0
  2910.728  3477.291     25.0520    0.042     3     24.5291    0.042     2     43.89173332440    -54.10522659191        1
  2916.411  3254.108     30.1111    0.089     2     28.7421    9.900     1     43.89186837293    -54.10832641413        0
  2919.139  3256.295     29.0581    0.102     3     31.7661    9.900     1     43.89193299280    -54.10829603760        0
  2928.678  3257.555     23.8651    0.043     2     23.4271    0.072     2     43.89215896145    -54.10827853396        1
  2929.553  3255.958     23.8651    0.419     2     23.4271    0.430     2     43.89217969274    -54.10830071465        0
  2914.979  3273.378     28.7741    9.900     1     28.3771    0.924     2     43.89183441282    -54.10805877053        1
  2937.537  3286.711     25.8561    0.104     2     25.3271    0.270     2     43.89236876248    -54.10787357858        1
  2928.043  3310.535     29.9651    1.297     2     30.5421    9.900     1     43.89214381117    -54.10754268654        1
  2930.132  3309.257     29.5031    9.900     1     28.8711    9.900     1     43.89219329962    -54.10756043616        0
  2937.943  3285.096     28.5501    9.900     1     27.2171    2.769     2     43.89237838360    -54.10789600944        0
  2941.867  3370.349     29.7521    9.900     1     26.6611    9.900     1     43.89247115654    -54.10671191561        0
  2954.306  3371.357     26.1031    0.093     3     25.4251    0.045     3     43.89276581290    -54.10669791104        1
  2961.436  3371.275     29.6861    0.864     2     28.9581    1.610     2     43.89293471052    -54.10669904749        0
  2954.875  3407.197     30.6501    9.900     1     31.0041    9.900     1     43.89277921109    -54.10620012339        1
  2961.258  3435.229     33.9021    9.900     1     28.3601    0.474     2     43.89293034723    -54.10581078028        0
  2944.842  3460.479     25.0748    9.900     1     24.6361    0.051     2     43.89254143409    -54.10546008468        1
  2939.486  3467.620     27.5741    0.384     2     26.4741    9.900     1     43.89241454830    -54.10536090404        1
  2972.743  3280.057     29.2351    9.900     1     30.0511    9.900     1     43.89320277158    -54.10796598490        1
  2976.682  3268.779     28.0731    0.182     3     27.5541    0.716     2     43.89329610983    -54.10812262547        0
  2969.856  3278.400     30.3631    9.900     1     29.2911    9.900     1     43.89313438534    -54.10798900023        0
  2974.111  3312.407     28.7641    9.900     1     30.0961    9.900     1     43.89323510059    -54.10751667013        0
  2974.873  3301.103     29.2321    0.280     2     33.0021    9.900     1     43.89325317858    -54.10767367292        1
  2977.582  3291.679     29.9391    0.843     2     28.7621    0.990     3     43.89331737449    -54.10780456342        1
  2984.976  3303.281     29.3071    0.935     2     28.5061    9.900     1     43.89349250149    -54.10764341885        0
  2972.749  3335.791     25.6951    0.122     4     24.7991    0.092     3     43.89320278071    -54.10719188651        0
  2973.350  3333.110     26.1591    9.900     1     25.3231    0.146     3     43.89321702395    -54.10722912313        0
  2968.890  3352.172     29.0741    0.353     3     33.0021    9.900     1     43.89311132796    -54.10696436952        0
  2973.466  3338.471     26.0951    0.336     3     25.2471    9.900     1     43.89321975900    -54.10715466331        0
  2976.419  3404.818     27.7661    9.900     1     26.4881    0.219     2     43.89328955100    -54.10623315826        0
  2966.961  3427.991     29.3991    9.900     1     28.6391    0.389     2     43.89306545554    -54.10591130804        0
  3008.591  3261.650     29.4291    9.900     1     33.0021    9.900     1     43.89405202416    -54.10822163028        1
  3012.546  3261.402     29.8601    1.206     2     29.6641    9.900     1     43.89414571542    -54.10822507342        0
  2989.542  3360.507     29.9891    9.900     1     28.5571    9.900     1     43.89360052045    -54.10684859626        0
  2994.022  3377.859     28.9721    9.900     1     29.4601    9.900     1     43.89370660000    -54.10660759002        0
  2996.119  3367.030     28.7511    0.736     4     27.4031    4.515     2     43.89375630206    -54.10675799500        1
  2999.037  3410.517     29.5451    9.900     1     29.1671    9.900     1     43.89382531172    -54.10615399614        0
  2997.770  3429.884     29.5991    1.142     2     29.2271    1.505     2     43.89379524901    -54.10588500523        0
  3000.245  3418.658     30.3051    9.900     1     28.7721    9.900     1     43.89385390558    -54.10604092408        0
  3004.235  3432.582     30.3101    9.900     1     33.0021    9.900     1     43.89394838362    -54.10584753005        1
  3034.430  3293.334     29.4631    9.900     1     28.9841    0.595     3     43.89466403699    -54.10778155724        0
  3018.615  3350.090     31.6551    2.007     2     27.8961    1.024     2     43.89428924096    -54.10699326959        0
  3036.280  3341.979     29.2481    2.401     2     29.1091    9.900     1     43.89470772084    -54.10710591846        0
  3026.491  3367.415     29.3061    0.089     2     28.6511    0.625     2     43.89447576245    -54.10675263719        0
  3033.632  3361.983     30.7791    9.900     1     28.8351    9.900     1     43.89464493626    -54.10682808064        0
  3036.735  3402.574     29.8081    9.900     1     28.1631    0.348     3     43.89471832376    -54.10626430471        0
  3023.620  3424.298     28.9471    0.263     2     30.2251    9.900     1     43.89440759461    -54.10596258115        0
  3013.221  3455.440     33.9021    0.907     2     33.0021    9.900     1     43.89416118025    -54.10553004855        1
  3044.702  3276.870     29.7021    1.263     2     28.3141    9.900     1     43.89490741805    -54.10801022481        0
  3043.654  3320.083     30.1411    0.005     2     30.1861    9.900     1     43.89488246451    -54.10741003294        0
  3040.250  3380.189     30.0711    9.900     1     28.7161    3.146     2     43.89480165259    -54.10657521233        0
  3055.194  3370.605     28.3481    0.619     2     28.2951    9.900     1     43.89515567834    -54.10670832087        0
  3057.684  3396.321     30.2711    9.900     1     28.0851    2.101     2     43.89521458347    -54.10635114640        0
  3048.400  3445.573     29.9851    9.900     1     28.9931    9.900     1     43.89499451624    -54.10566708074        0
  3052.663  3459.925     29.1211    9.900     1     28.2281    9.900     1     43.89509545352    -54.10546774206        0
  3053.149  3461.791     30.0731    0.942     2     30.9031    9.900     1     43.89510696004    -54.10544182472        0
  3066.035  3291.927     25.0481    0.014     3     24.4881    0.036     2     43.89541272903    -54.10780108838        0
  3082.823  3291.713     27.5981    9.900     1     27.0161    0.476     2     43.89581041915    -54.10780405487        0
  3066.608  3290.290     25.0481    0.298     2     24.4881    0.385     2     43.89542630790    -54.10782382474        0
  3074.192  3310.680     33.9021    0.319     2     28.4581    4.198     2     43.89560589962    -54.10754062217        0
  3063.706  3370.750     29.3141    1.610     2     28.4641    0.594     3     43.89535731257    -54.10670630400        0
  3110.778  3250.835     32.4171    9.900     1     28.2961    9.900     1     43.89647278500    -54.10837180626        0
  3109.284  3263.341     30.0921    9.900     1     33.0021    9.900     1     43.89643734989    -54.10819810895        1
  3089.339  3321.388     29.4921    9.900     1     28.3801    9.900     1     43.89596467783    -54.10739189182        0
  3101.502  3362.182     30.6211    9.900     1     29.0721    9.900     1     43.89625266417    -54.10682529327        1
  3089.836  3377.109     29.5091    9.900     1     28.6501    9.900     1     43.89597626636    -54.10661797382        0
  3106.799  3452.469     29.9051    9.900     1     29.9171    9.900     1     43.89637782990    -54.10557128094        0
  3116.305  3335.854     26.3531    0.208     4     25.6671    9.900     1     43.89660341567    -54.10719096194        1
  3121.340  3317.128     30.2601    1.659     2     23.6341    9.900     1     43.89672275434    -54.10745104860        0
  3136.363  3321.516     29.7791    1.080     2     29.5381    1.586     3     43.89707861366    -54.10739009778        1
  3127.842  3377.109     30.3481    9.900     1     28.0081    0.805     4     43.89687656138    -54.10661796070        0
  3130.514  3385.970     29.6721    0.979     2     28.1671    9.900     1     43.89693982411    -54.10649488794        0
  3117.527  3470.637     30.0301    9.900     1     28.6411    0.022     2     43.89663188664    -54.10531893900        0
  3120.560  3473.001     29.6061    9.900     1     33.0021    9.900     1     43.89670372239    -54.10528610398        0
  3146.695  3251.826     26.7931    9.900     1     26.1271    0.210     3     43.89732362755    -54.10835802971        1
  3154.934  3239.507     29.2061    0.743     2     28.4181    1.328     3     43.89751885031    -54.10852912741        0
  3146.975  3250.472     29.0411    9.900     1     27.8591    1.773     2     43.89733026564    -54.10837683553        0
  3139.887  3293.752     28.1261    9.900     1     27.0891    0.154     3     43.89716219563    -54.10777571518        1
  3139.746  3349.434     26.4191    0.064     3     25.6921    0.136     3     43.89715864883    -54.10700233907        0
  3147.927  3356.001     30.0011    9.900     1     28.9151    9.900     1     43.89735241927    -54.10691112614        0
  3142.328  3349.201     27.2111    0.084     2     26.7921    9.900     1     43.89721981329    -54.10700557436        0
  3141.159  3347.751     27.7431    9.900     1     27.1071    1.209     2     43.89719212688    -54.10702571404        0
  3141.194  3367.379     33.9021    9.900     1     28.0281    1.321     3     43.89719288290    -54.10675309761        1
  3152.614  3370.890     30.6411    9.900     1     28.8731    1.150     2     43.89746339003    -54.10670432884        1
  3156.568  3365.460     30.1911    9.900     1     28.8071    9.900     1     43.89755707438    -54.10677974560        0
  3144.860  3440.721     29.3761    9.900     1     28.3881    0.124     3     43.89727944909    -54.10573443765        0
  3139.542  3483.352     33.9021    9.900     1     29.6521    9.900     1     43.89715331961    -54.10514233074        0
  3145.454  3482.638     30.8241    9.900     1     28.5961    0.462     2     43.89729336215    -54.10515224556        1
  3176.110  3249.024     27.5361    0.080     3     26.8091    0.118     3     43.89802045740    -54.10839693698        1
  3170.330  3309.806     30.9771    9.900     1     27.8521    9.900     1     43.89788329319    -54.10755272811        0
  3174.536  3315.281     33.9021    9.900     1     33.0021    9.900     1     43.89798290631    -54.10747668351        1
  3180.749  3327.543     24.6320    0.059     3     24.1041    0.025     2     43.89813003486    -54.10730637250        1
  3181.489  3325.805     24.6320    0.234     3     24.1041    0.788     2     43.89814757147    -54.10733051160        0
  3179.310  3354.727     29.9031    1.853     3     28.9991    9.900     1     43.89809583750    -54.10692881010        0
  3167.696  3409.937     29.3941    9.900     1     29.9371    9.900     1     43.89782050314    -54.10616199364        0
  3172.867  3408.342     30.0011    9.900     1     28.5601    0.413     2     43.89794299999    -54.10618414506        0
  3182.277  3414.136     28.7341    3.493     2     28.3751    9.900     1     43.89816588048    -54.10610366803        1
  3169.617  3465.622     30.3421    9.900     1     29.3721    9.900     1     43.89786578789    -54.10538857515        0
  3191.514  3261.722     33.9021    9.900     1     28.4821    0.121     2     43.89838531427    -54.10822056712        0
  3202.156  3298.079     27.7431    0.408     2     27.2381    9.900     1     43.89863726125    -54.10771559529        1
  3206.577  3310.199     33.9021    9.900     1     33.0021    9.900     1     43.89874193829    -54.10754725716        1
  3198.616  3313.311     29.3301    9.900     1     29.9661    9.900     1     43.89855333903    -54.10750403685        1
  3191.808  3355.033     29.3291    9.900     1     29.1721    0.763     3     43.89839189400    -54.10692455570        0
  3208.203  3364.959     29.6251    9.900     1     33.0021    9.900     1     43.89878022324    -54.10678668625        0
  3188.357  3430.250     30.9411    9.900     1     28.9391    9.900     1     43.89830983714    -54.10587985602        0
  3194.888  3428.200     30.0621    9.900     1     29.3811    9.900     1     43.89846455075    -54.10590832654        0
  3208.519  3421.914     28.6721    3.503     2     27.9461    9.900     1     43.89878746630    -54.10599562909        0
  3209.619  3417.085     26.5321    0.291     4     25.3371    0.431     2     43.89881354356    -54.10606269946        0
  3207.464  3415.191     27.1181    0.062     3     24.8841    9.900     1     43.89876250415    -54.10608900627        0
  3192.139  3442.249     26.9431    0.194     2     26.7891    0.029     2     43.89839937493    -54.10571319869        0
  3193.389  3446.400     27.7651    0.486     3     27.7831    9.900     1     43.89842896740    -54.10565554436        0
  3194.168  3443.805     27.7231    0.464     2     27.1941    0.045     2     43.89844743086    -54.10569158646        0
  3192.054  3445.107     28.5311    0.473     2     27.8051    1.139     2     43.89839734968    -54.10567350351        0
  3236.354  3287.482     17.9581    9.900     1     33.0181    9.900     1     43.89944742037    -54.10786276691        1
  3228.450  3332.864     30.4671    9.900     1     28.2001    9.900     1     43.89925998257    -54.10723245182        0
  3235.462  3331.412     30.0041    9.900     1     29.2861    9.900     1     43.89942609342    -54.10725261646        0
  3223.409  3428.680     26.6631    0.234     3     26.4481    0.433     3     43.89914014921    -54.10590164990        0
  3229.161  3421.162     28.1111    9.900     1     24.5221    9.900     1     43.89927643481    -54.10600606661        0
  3235.322  3424.309     26.9861    9.900     1     26.5411    0.142     2     43.89942236180    -54.10596235530        0
  3224.421  3427.202     26.9901    0.772     2     26.9341    0.525     3     43.89916412776    -54.10592217773        0
  3243.926  3317.513     30.2861    2.756     2     28.5901    9.900     1     43.89962665678    -54.10744565896        1
  3250.954  3350.897     29.5721    9.900     1     30.2241    5.261     2     43.89979298764    -54.10698198085        0
  3247.804  3397.988     29.0181    9.900     1     27.9231    0.703     2     43.89971815391    -54.10632792755        0
  3259.771  3389.878     26.5501    9.900     1     25.7991    0.381     2     43.90000166684    -54.10644056450        1
  3246.091  3471.032     30.5891    9.900     1     28.6931    9.900     1     43.89967724354    -54.10531340841        0
  3254.333  3465.527     29.5291    9.900     1     27.0011    9.900     1     43.89987250125    -54.10538986538        0
  3258.429  3466.335     28.8001    9.900     1     28.7631    9.900     1     43.89996952163    -54.10537864153        0
  3243.099  3486.662     27.9561    0.198     3     27.6151    1.325     2     43.89960629975    -54.10509632189        0
  3266.430  3255.299     28.8261    1.006     2     27.6081    9.900     1     43.90016004089    -54.10830975133        0
  3287.542  3263.905     29.4871    9.900     1     28.8831    0.490     2     43.90066012525    -54.10819021394        0
  3264.054  3309.753     25.7581    9.900     1     28.6011    1.948     2     43.90010349952    -54.10755343189        0
  3273.885  3335.537     32.4241    9.900     1     29.0051    2.379     2     43.90033626066    -54.10719531042        0
  3277.635  3362.525     29.2431    1.159     3     28.4281    0.075     2     43.90042496308    -54.10682046850        1
  3286.428  3359.356     29.0321    9.900     1     33.0021    1.461     2     43.90063327019    -54.10686448021        0
  3282.387  3368.771     30.9711    9.900     1     28.5091    9.900     1     43.90053749987    -54.10673371517        1
  3282.725  3381.817     27.5311    0.383     4     26.4031    0.578     4     43.90054544330    -54.10655251709        1
  3278.561  3400.789     31.2611    9.900     1     28.7061    0.555     2     43.90044671434    -54.10628901340        0
  3271.311  3390.048     31.1581    9.900     1     30.8211    9.900     1     43.90027502708    -54.10643819936        1
