#    X         Y         F606W       rms      N     F814W      rms       N        RA               DEC               flag  
#
  3619.339   662.689     28.7801    0.047     2     27.7441    0.748     3     43.90853968501    -54.14431880212        0
  3633.290   734.889     28.7221    1.680     2     29.8171    9.900     1     43.90886990839    -54.14331600002        1
  3647.421   541.959     29.5141    9.900     1     31.6371    0.922     2     43.90920644018    -54.14599563060        0
  3639.339   593.866     29.8791    0.618     4     30.4661    1.138     2     43.90901441046    -54.14527468881        0
  3641.977   610.851     31.0331    9.900     1     28.9741    9.900     1     43.90907682730    -54.14503878053        1
  3662.881   629.431     29.0621    0.121     3     29.1961    9.900     1     43.90957231907    -54.14478071274        0
  3642.909   734.876     31.8281    9.900     1     28.5631    0.388     3     43.90909796750    -54.14331617726        0
  3679.716   514.040     29.0321    9.900     1     27.5881    0.202     2     43.90997240285    -54.14638339088        0
  3680.657   529.900     26.6841    0.260     4     25.7511    0.070     3     43.90999458764    -54.14616310849        1
  3675.304   513.828     32.4911    9.900     1     28.5251    9.900     1     43.90986779171    -54.14638633690        0
  3682.161   654.266     31.0121    9.900     1     29.0401    9.900     1     43.91002924951    -54.14443576882        1
  3674.689   730.755     30.5141    9.900     1     28.4851    9.900     1     43.90985147944    -54.14337340352        1
  3711.167   520.113     33.9021    9.900     1     28.6451    9.900     1     43.91071808664    -54.14629903116        1
  3699.558   598.562     33.3011    9.900     1     28.8361    0.361     2     43.91044218526    -54.14520944453        0
  3699.553   598.474     30.2381    1.016     2     30.3431    0.748     2     43.91044206743    -54.14521066678        1
  3698.330   631.597     29.0271    9.900     1     31.1301    9.900     1     43.91041279934    -54.14475061659        0
  3693.556   646.546     30.0941    9.900     1     28.7611    0.623     3     43.91029948613    -54.14454298920        1
  3694.098   702.281     30.5241    9.900     1     33.0021    9.900     1     43.91031188383    -54.14376887673        0
  3694.667   719.564     30.3021    0.154     2     28.9671    0.444     2     43.91032523396    -54.14352883020        0
  3703.271   712.148     30.9621    9.900     1     28.0801    9.900     1     43.91052928998    -54.14363182923        0
  3718.464   512.664     33.9021    9.900     1     29.4831    1.016     2     43.91089116730    -54.14640248899        1
  3729.921   499.988     28.0591    0.210     2     27.0161    0.125     4     43.91116293078    -54.14657854402        1
  3730.057   502.124     29.2331    9.900     1     28.1891    1.364     4     43.91116613751    -54.14654887672        0
  3721.341   587.964     29.6671    9.900     1     30.2281    0.742     2     43.91095875532    -54.14535663432        0
  3729.096   568.955     30.0211    9.900     1     33.0021    9.900     1     43.91114278923    -54.14562065067        0
  3734.217   612.211     30.8511    1.052     2     28.4341    0.356     2     43.91126384545    -54.14501985944        0
  3735.635   618.748     29.9651    0.631     3     28.3161    9.900     1     43.91129741121    -54.14492906552        0
  3720.497   654.436     33.9021    9.900     1     30.1241    9.900     1     43.91093818941    -54.14443339443        0
  3718.035   673.982     28.1011    9.900     1     29.0801    9.900     1     43.91087965312    -54.14416191778        0
  3761.866   548.612     30.7771    2.368     2     28.5481    9.900     1     43.91191996003    -54.14590318652        0
  3752.271   582.814     33.9021    9.900     1     28.1511    1.129     2     43.91169216195    -54.14542815282        0
  3750.202   624.069     29.5071    0.034     2     30.2571    0.208     2     43.91164275127    -54.14485515627        0
  3757.081   671.946     29.9671    9.900     1     28.3041    1.229     2     43.91180543989    -54.14419018263        1
  3768.554   501.845     27.2351    0.136     4     26.4351    0.219     4     43.91207894514    -54.14655273851        0
  3775.623   537.417     27.7241    0.452     4     27.1471    0.411     3     43.91224624646    -54.14605867091        0
  3772.592   562.281     29.7031    9.900     1     29.1171    2.308     2     43.91217416138    -54.14571333190        0
  3776.491   600.325     33.9021    9.900     1     28.3411    1.252     2     43.91226627477    -54.14518493139        1
  3782.094   599.985     30.2961    9.900     1     33.0021    0.085     2     43.91239912654    -54.14518965177        0
  3777.001   630.553     29.3021    9.900     1     28.3721    9.900     1     43.91227810135    -54.14476508972        1
  3778.698   687.039     29.6371    9.900     1     28.4571    9.900     1     43.91231784012    -54.14398054610        0
  3774.494   690.237     30.4991    9.900     1     28.3871    0.275     3     43.91221813691    -54.14393613002        0
  3795.485   517.596     27.3981    0.294     4     26.5421    0.263     2     43.91271736735    -54.14633396107        1
  3808.494   555.449     29.9591    9.900     1     29.6611    9.900     1     43.91302548091    -54.14580821025        1
  3795.956   546.331     30.8211    1.061     2     29.6681    0.819     2     43.91272827831    -54.14593485593        1
  3799.757   637.341     29.5611    0.254     2     28.7671    0.668     2     43.91281758640    -54.14467080225        1
  3807.664   635.901     29.9661    9.900     1     33.0021    9.900     1     43.91300507436    -54.14469079991        1
  3804.856   638.549     30.3441    9.900     1     28.6831    1.075     2     43.91293847280    -54.14465402239        1
  3798.416   682.143     29.3821    9.900     1     28.7271    9.900     1     43.91278538992    -54.14404854061        0
  3805.018   674.438     28.5531    9.900     1     27.5471    9.900     1     43.91294199041    -54.14415555430        1
  3816.217   520.602     27.8061    9.900     1     27.1981    1.459     4     43.91320891541    -54.14629220311        0
  3823.121   534.957     32.4241    9.900     1     28.3231    0.943     3     43.91337248421    -54.14609282185        1
  3815.360   598.727     33.9021    9.900     1     28.5111    0.269     3     43.91318788465    -54.14520711285        0
  3820.064   627.151     30.0071    9.900     1     29.2021    9.900     1     43.91329915837    -54.14481232577        0
  3814.220   696.378     29.4251    9.900     1     28.9421    1.047     2     43.91315996778    -54.14385082298        0
  3818.247   696.334     33.9021    9.900     1     28.9231    9.900     1     43.91325544645    -54.14385143271        0
  3815.289   729.135     27.8761    0.026     2     27.1281    0.049     2     43.91318501542    -54.14339585543        1
  3832.889   729.351     30.1521    9.900     1     29.1091    4.318     2     43.91360229654    -54.14339284929        0
  3856.215   505.745     30.7821    1.121     2     30.1851    9.900     1     43.91415744499    -54.14649854054        0
  3839.129   562.130     33.9021    9.900     1     28.5931    9.900     1     43.91375179463    -54.14571540620        0
  3847.375   551.099     27.4071    0.576     2     26.7601    0.475     2     43.91394741533    -54.14586861467        0
  3846.609   585.930     30.2451    9.900     1     28.7081    0.591     2     43.91392892753    -54.14538484164        0
  3855.026   566.896     29.9381    9.900     1     28.4861    0.384     2     43.91412867712    -54.14564920498        0
  3839.948   625.007     29.2661    1.458     2     28.5261    0.083     2     43.91377062950    -54.14484209727        0
  3846.012   628.773     27.9031    0.515     2     27.0071    0.781     2     43.91391437235    -54.14478978860        0
  3852.701   619.758     28.7931    0.339     2     29.5731    1.939     2     43.91407305364    -54.14491499706        1
  3840.870   656.211     29.3881    9.900     1     29.9031    9.900     1     43.91379220012    -54.14440869963        0
  3852.441   687.880     29.9261    9.900     1     28.4281    2.610     2     43.91406624944    -54.14396883986        0
  3873.256   525.236     31.3681    9.900     1     28.2601    1.001     2     43.91456131866    -54.14622782106        1
  3881.958   551.697     33.9021    9.900     1     30.8691    0.441     2     43.91476739615    -54.14586029702        1
  3883.208   554.927     29.1071    9.900     1     29.2631    1.008     2     43.91479700338    -54.14581543460        0
  3872.464   568.408     29.0541    1.571     2     32.2091    9.900     1     43.91454212740    -54.14562819856        0
  3885.046   595.021     30.3621    0.489     2     29.0821    9.900     1     43.91484019671    -54.14525856203        0
  3866.570   620.591     31.4301    9.900     1     28.8371    9.900     1     43.91440188163    -54.14490342261        0
  3884.582   629.403     29.7731    9.900     1     29.2021    9.900     1     43.91482886352    -54.14478102512        0
  3865.961   688.994     29.4121    9.900     1     28.8091    9.900     1     43.91438679260    -54.14395336267        0
  3878.784   711.136     30.9091    9.900     1     28.2991    9.900     1     43.91469060813    -54.14364582449        1
  3909.723   509.155     32.1061    9.900     1     28.8841    0.731     2     43.91542614198    -54.14645116004        0
  3899.398   556.287     29.1841    2.199     2     28.9371    0.014     2     43.91518086558    -54.14579653976        0
  3894.439   586.964     31.1341    9.900     1     29.3211    9.900     1     43.91506298622    -54.14537046374        1
  3895.126   580.942     28.9891    0.214     2     28.7141    9.900     1     43.91507933385    -54.14545410402        0
  3899.447   602.916     27.9301    0.979     3     26.9251    0.098     3     43.91518157216    -54.14514890214        1
  3899.513   657.244     30.6951    9.900     1     29.2481    0.496     2     43.91518260663    -54.14439433189        0
  3890.189   704.400     29.6501    9.900     1     28.5691    0.692     3     43.91496107922    -54.14373937793        0
  3913.919   492.977     30.5741    9.900     1     28.8731    9.900     1     43.91552579323    -54.14667585740        0
  3932.913   509.222     28.4331    1.870     3     28.4431    9.900     1     43.91597599980    -54.14645022146        1
  3931.399   513.071     30.3451    9.900     1     29.0381    9.900     1     43.91594006276    -54.14639676261        0
  3920.985   631.505     30.0421    0.191     2     28.5331    0.968     2     43.91569195999    -54.14475181754        1
  3933.380   635.370     30.0161    9.900     1     30.9611    9.900     1     43.91598580721    -54.14469813167        1
  3954.308   568.035     29.3461    9.900     1     28.5171    1.412     2     43.91648269713    -54.14563335097        1
  3944.898   658.017     29.3821    9.900     1     28.6341    2.143     2     43.91625866987    -54.14438357991        0
  3954.130   652.923     30.4361    9.900     1     33.0021    9.900     1     43.91647761100    -54.14445432810        0
  3942.069   670.471     29.9691    2.298     2     28.9941    0.207     3     43.91619146895    -54.14421060530        1
  3948.108   682.717     29.4131    9.900     1     28.6801    9.900     1     43.91633452775    -54.14404051657        0
  3948.456   727.782     29.6151    1.561     2     30.4391    9.900     1     43.91634232122    -54.14341460150        0
  3972.522   509.077     28.5941    2.302     2     27.3741    9.900     1     43.91691517096    -54.14645222172        1
  3968.809   535.482     29.3151    1.017     2     28.4471    9.900     1     43.91682685958    -54.14608547976        1
  3970.271   519.509     29.9611    9.900     1     28.7931    9.900     1     43.91686168973    -54.14630733079        0
  3975.917   575.851     29.9541    2.376     2     33.0021    9.900     1     43.91699497732    -54.14552478584        0
  3978.400   586.315     33.9021    9.900     1     30.0951    9.900     1     43.91705374173    -54.14537944882        0
  3983.618   568.969     32.5681    9.900     1     28.1641    9.900     1     43.91717764358    -54.14562036838        0
  3980.525   615.891     29.6411    2.412     2     29.1341    9.900     1     43.91710381852    -54.14496866232        0
  3995.689   512.841     29.1731    9.900     1     29.1011    9.900     1     43.91746444449    -54.14639993493        0
  3996.173   503.516     29.8871    9.900     1     29.1591    9.900     1     43.91747601882    -54.14652945117        0
  4011.590   725.926     29.6941    9.900     1     33.0021    9.900     1     43.91783920259    -54.14344035799        0
  4026.959   500.912     27.0571    0.318     3     26.1461    0.401     4     43.91820601565    -54.14656560791        1
  4025.691   529.781     29.6021    9.900     1     28.6211    9.900     1     43.91817563914    -54.14616464222        0
  4016.844   556.722     33.9021    9.900     1     33.0021    9.900     1     43.91796558104    -54.14579045744        0
  4018.911   568.427     30.2161    1.807     2     28.8791    9.900     1     43.91801446553    -54.14562788412        0
  4029.414   585.409     30.0471    9.900     1     29.9341    9.900     1     43.91826331404    -54.14539201480        1
  4026.767   605.203     33.9021    9.900     1     28.6041    9.900     1     43.91820033930    -54.14511709369        0
  4024.597   647.026     28.9051    9.900     1     28.5761    0.169     2     43.91814843812    -54.14453620815        0
  4029.658   649.059     29.5861    9.900     1     28.6571    0.511     3     43.91826841207    -54.14450796974        1
  4028.570   718.827     30.3151    0.515     2     29.2221    9.900     1     43.91824186297    -54.14353895127        1
  4030.784   730.069     29.3161    2.815     2     29.7811    0.974     3     43.91829423399    -54.14338280858        0
  4048.093   521.869     29.9331    0.096     2     32.8271    9.900     1     43.91870689628    -54.14627452551        1
  4053.591   580.139     32.3501    9.900     1     28.6061    9.900     1     43.91883661855    -54.14546520232        1
  4059.177   579.488     30.1151    2.857     2     29.0001    9.900     1     43.91896907233    -54.14547424223        1
  4058.899   606.349     29.7101    9.900     1     30.9591    9.900     1     43.91896218451    -54.14510116563        1
  4058.589   589.436     33.9021    9.900     1     33.0021    9.900     1     43.91895502086    -54.14533607308        0
  4060.149   598.987     30.6511    9.900     1     29.9041    9.900     1     43.91899190360    -54.14520341719        1
  4050.025   613.669     31.6701    9.900     1     28.3521    9.900     1     43.91875169958    -54.14499950005        0
  4041.631   673.003     29.3261    9.900     1     29.6421    9.900     1     43.91855202994    -54.14417540358        1
  4053.363   679.165     30.0151    1.307     2     29.0381    9.900     1     43.91883012461    -54.14408981454        0
  4059.184   721.410     33.9021    9.900     1     31.2041    9.900     1     43.91896767251    -54.14350306500        0
  4086.402   500.459     29.5911    0.819     2     28.9361    0.806     2     43.91961547864    -54.14657187919        0
  4070.076   605.842     29.9281    2.317     2     29.2271    0.478     2     43.91922719955    -54.14510820357        0
  4078.942   594.104     29.3321    9.900     1     33.0021    9.900     1     43.91943754597    -54.14527123146        0
  4083.444   595.539     33.9021    9.900     1     33.0021    9.900     1     43.91954427381    -54.14525129897        0
  4080.231   632.666     29.4851    9.900     1     27.3671    0.459     2     43.91946767668    -54.14473563727        0
  4075.538   723.638     25.6731    0.043     2     25.1091    0.050     3     43.91935539001    -54.14347211431        0
  4097.013   605.326     29.6551    9.900     1     28.1861    0.466     2     43.91986588836    -54.14511536108        0
  4113.258   696.710     29.4241    0.121     2     28.9261    9.900     1     43.92025001389    -54.14384610857        0
  4136.290   511.481     30.1261    1.133     2     29.2241    9.900     1     43.92079824894    -54.14641877566        0
  4126.149   524.390     30.3601    0.801     3     28.8671    0.914     2     43.92055764639    -54.14623948400        0
  4131.373   564.805     29.4731    1.100     2     30.5021    1.979     2     43.92068104298    -54.14567815184        0
  4129.887   630.605     30.1551    3.621     2     28.2871    2.628     2     43.92064504607    -54.14476424569        0
  4129.408   644.155     29.7911    9.900     1     29.4691    0.277     2     43.92063353190    -54.14457604775        1
  4134.625   638.538     33.9021    9.900     1     28.8591    2.181     2     43.92075729201    -54.14465406135        0
  4136.704   655.056     30.2181    9.900     1     33.0021    9.900     1     43.92080639265    -54.14442463951        0
  4137.439   697.024     29.7691    9.900     1     28.9641    9.900     1     43.92082333027    -54.14384173903        0
  4139.500   494.250     29.1001    0.754     2     29.9381    9.900     1     43.92087456238    -54.14665809865        1
  4140.622   506.239     28.3171    3.078     2     27.9761    1.133     3     43.92090102622    -54.14649158113        0
  4158.895   527.037     28.0651    3.989     2     29.0511    9.900     1     43.92133405209    -54.14620270810        0
  4145.361   562.459     28.1131    0.717     2     27.2951    0.242     3     43.92101273399    -54.14571073098        1
  4163.375   540.789     30.3861    9.900     1     28.9631    9.900     1     43.92144011367    -54.14601170284        0
  4140.804   560.085     31.0411    9.900     1     33.0021    9.900     1     43.92090471255    -54.14574370541        0
  4155.366   632.258     29.6201    0.507     2     28.6571    9.900     1     43.92124913497    -54.14474127811        0
  4142.748   729.993     30.0771    9.900     1     29.8961    9.900     1     43.92094881850    -54.14338382551        0
  4168.203   536.387     29.8721    9.900     1     28.3181    9.900     1     43.92155464164    -54.14607284125        0
  4181.237   529.428     29.5541    9.900     1     33.0021    9.900     1     43.92186377175    -54.14616949141        1
  4169.932   552.367     29.6041    1.343     2     29.1891    9.900     1     43.92159544721    -54.14585089189        0
  4171.494   568.756     30.8671    9.900     1     33.0021    9.900     1     43.92163228782    -54.14562326192        0
  4178.462   571.789     29.4731    0.110     3     33.0021    9.900     1     43.92179746654    -54.14558113370        0
  4180.586   603.760     26.0091    3.595     2     27.9181    9.900     1     43.92184744407    -54.14513708266        0
  4188.047   597.471     26.6561    0.061     2     26.2851    0.335     3     43.92202442218    -54.14522442901        0
  4187.690   627.465     33.9021    9.900     1     28.5391    1.390     2     43.92201559602    -54.14480783770        0
  4180.602   666.391     31.6101    9.900     1     28.2611    0.464     2     43.92184707195    -54.14426719074        0
  4202.426   505.746     26.2221    9.900     1     28.6511    1.406     3     43.92236646937    -54.14649840716        0
  4198.925   689.923     27.2331    0.155     3     26.5781    0.350     3     43.92228122024    -54.14394034472        0
  4204.942   711.710     33.9021    0.637     2     29.2511    9.900     1     43.92242361516    -54.14363773954        0
  4209.694   705.010     33.9021    9.900     1     33.0021    0.875     2     43.92253636419    -54.14373079526        0
  4225.567   512.019     28.4331    9.900     1     28.1771    1.916     2     43.92291508913    -54.14641127248        1
  4233.634   513.550     30.0511    1.546     2     30.5271    9.900     1     43.92310634670    -54.14639000539        0
  4228.710   577.913     29.6331    1.642     2     29.4371    0.321     2     43.92298879687    -54.14549605915        0
  4231.598   571.204     33.9021    9.900     1     28.9111    0.173     2     43.92305735594    -54.14558924052        0
  4218.255   606.970     33.9021    9.900     1     33.0021    9.900     1     43.92274054655    -54.14509248546        0
  4221.596   657.594     29.7091    9.900     1     28.8331    9.900     1     43.92281913854    -54.14438935952        0
  4248.566   549.366     29.5481    1.190     2     33.0021    9.900     1     43.92345994995    -54.14589254612        0
  4241.404   593.206     30.2041    0.322     3     28.7471    9.900     1     43.92328958669    -54.14528364786        1
  4245.927   594.105     29.1231    9.900     1     28.8871    0.145     3     43.92339681734    -54.14527115994        0
  4251.340   665.543     29.1931    9.900     1     33.0021    9.900     1     43.92352426407    -54.14427894433        1
  4262.354   714.196     31.2541    9.900     1     29.2671    9.900     1     43.92378478815    -54.14360319127        0
  4287.838   509.820     32.5951    9.900     1     28.8771    1.310     3     43.92439162472    -54.14644179324        0
  4277.222   578.558     29.1471    9.900     1     33.0021    9.900     1     43.92413903097    -54.14548708390        0
  4266.664   594.899     30.2081    0.712     2     29.1171    9.900     1     43.92388848862    -54.14526012479        1
  4266.734   606.717     30.9951    9.900     1     30.2591    0.059     2     43.92388999845    -54.14509598269        1
  4268.032   694.404     29.0861    1.907     3     28.5151    9.900     1     43.92391966127    -54.14387808355        1
  4284.319   691.395     30.4571    9.900     1     28.1541    9.900     1     43.92430585719    -54.14391987041        0
  4264.900   732.402     27.4751    0.772     2     27.2551    0.176     3     43.92384492161    -54.14335032437        1
  4299.976   502.527     29.4981    1.414     3     29.0211    9.900     1     43.92467952342    -54.14654308269        0
  4296.010   546.052     29.2971    0.114     3     33.0021    9.900     1     43.92458492308    -54.14593855841        0
  4304.808   595.917     29.9561    9.900     1     29.1041    9.900     1     43.92479288243    -54.14524597246        0
  4291.504   631.771     32.2621    9.900     1     28.3251    1.756     2     43.92447697841    -54.14474799515        0
  4288.742   676.608     29.5151    9.900     1     30.5781    9.900     1     43.92441091474    -54.14412524788        0
  4333.080   491.612     29.8481    9.900     1     26.7931    0.462     2     43.92546459890    -54.14669467144        0
  4334.465   491.161     28.9681    0.337     2     27.0541    0.598     2     43.92549744481    -54.14670093497        0
  4324.954   592.263     30.1351    0.146     2     29.3951    0.874     2     43.92527059872    -54.14529671650        1
  4334.821   611.637     31.4601    9.900     1     29.3531    9.900     1     43.92550429257    -54.14502762452        1
  4313.265   690.807     29.3721    9.900     1     28.3341    9.900     1     43.92499216202    -54.14392802724        0
  4326.025   686.713     31.0041    9.900     1     33.0021    9.900     1     43.92529475001    -54.14398488506        0
  4331.089   731.212     30.6231    9.900     1     29.2701    0.327     2     43.92541422831    -54.14336682962        0
  4360.544   531.633     29.2411    0.680     2     29.2251    9.900     1     43.92611526458    -54.14613880393        0
  4347.314   638.550     29.5931    9.900     1     33.0021    9.900     1     43.92580014552    -54.14465382128        0
  4358.592   681.064     30.3251    0.371     2     29.3381    9.900     1     43.92606697649    -54.14406333368        0
  4371.712   507.599     28.6391    9.900     1     27.9241    9.900     1     43.92638039216    -54.14647261212        1
  4374.266   528.206     29.0481    0.135     3     29.6161    9.900     1     43.92644067111    -54.14618639734        1
  4380.830   550.211     30.3221    9.900     1     30.6341    9.900     1     43.92659601013    -54.14588076413        1
  4383.464   538.720     29.6291    9.900     1     31.5271    0.211     2     43.92665862052    -54.14604036354        0
  4364.050   578.130     31.0151    9.900     1     28.6961    9.900     1     43.92619776900    -54.14549299849        0
  4384.090   570.953     33.9021    9.900     1     28.9061    0.240     2     43.92667302453    -54.14559267407        0
  4382.915   609.928     33.9021    9.900     1     28.8711    9.900     1     43.92664463428    -54.14505134450        0
  4362.713   664.541     33.9021    9.900     1     28.5971    0.148     2     43.92616490613    -54.14429282283        0
  4385.478   676.866     29.8651    9.900     1     29.0981    9.900     1     43.92670449135    -54.14412163109        0
  4365.562   708.235     31.3111    9.900     1     28.7461    9.900     1     43.92623186679    -54.14368594893        1
  4366.598   699.991     32.2801    0.863     3     28.8961    0.727     2     43.92625654087    -54.14380045080        0
  4391.053   647.726     26.7401    0.253     3     26.1371    0.225     4     43.92683707123    -54.14452635926        0
  4389.793   693.639     31.6281    9.900     1     29.4471    0.757     2     43.92680656948    -54.14388866673        0
  4427.194   510.411     25.7541    9.900     1     29.4091    9.900     1     43.92769588824    -54.14643353665        0
  4437.376   566.930     28.9421    0.626     2     27.9171    1.879     2     43.92793652008    -54.14564853176        0
  4418.180   602.486     30.6421    9.900     1     30.2231    1.749     2     43.92748087840    -54.14515469545        0
  4419.675   636.172     29.1341    0.858     2     27.4291    9.900     1     43.92751585702    -54.14468682472        0
  4426.691   668.053     27.1781    0.172     3     26.8421    0.058     3     43.92768176151    -54.14424402202        0
  4428.188   668.962     26.9931    0.341     2     26.6491    0.248     2     43.92771724232    -54.14423139626        0
  4442.890   541.110     24.8421    0.047     2     33.0181    0.123     4     43.92806762378    -54.14600714794        0
  4443.819   581.135     30.5321    9.900     1     28.8661    0.141     2     43.92808908702    -54.14545123403        0
  4454.982   570.194     30.4641    1.419     2     31.0991    9.900     1     43.92835392187    -54.14560319147        0
  4455.345   578.874     25.9161    9.900     1     33.0021    9.900     1     43.92836240567    -54.14548263344        0
  4456.018   604.657     33.9021    9.900     1     33.0021    9.900     1     43.92837799697    -54.14512452902        1
  4456.813   621.892     28.9721    0.463     2     28.8991    2.189     2     43.92839660196    -54.14488514909        1
  4459.869   627.225     28.7721    0.508     3     30.1251    9.900     1     43.92846898426    -54.14481107715        0
  4452.997   656.903     33.9021    1.167     2     29.1911    1.073     2     43.92830562822    -54.14439887706        1
  4442.075   696.984     29.8941    9.900     1     33.0021    9.900     1     43.92804610508    -54.14384218945        0
  4455.773   724.871     29.4001    9.900     1     33.0021    9.900     1     43.92837048252    -54.14345485775        0
  4474.474   503.875     30.6731    1.055     3     29.6221    0.103     3     43.92881703836    -54.14652429988        1
  4474.798   521.469     30.2411    2.354     2     29.4611    2.790     2     43.92882446845    -54.14627993390        1
  4472.818   667.962     26.7521    9.900     1     26.5221    0.233     2     43.92877542261    -54.14424527001        1
  4473.646   669.098     28.7041    9.900     1     27.9741    9.900     1     43.92879503801    -54.14422949164        0
  4479.956   718.453     29.5571    9.900     1     29.3111    9.900     1     43.92894393684    -54.14354399002        1
  4503.442   628.605     27.5481    0.183     4     26.7201    0.120     3     43.92950208339    -54.14479189508        0
  4509.187   616.051     33.9021    9.900     1     33.0021    9.900     1     43.92963848116    -54.14496625760        0
  4491.566   700.309     30.4071    9.900     1     28.5321    0.210     2     43.92921946498    -54.14379599092        0
  4496.875   711.948     29.6231    9.900     1     29.4051    9.900     1     43.92934516978    -54.14363433316        0
  4488.881   734.184     30.2881    9.900     1     31.6721    9.900     1     43.92915531551    -54.14332549658        0
  4532.149   488.124     26.7051    9.900     1     26.4381    0.250     4     43.93018480675    -54.14674304812        0
  4515.003   523.838     33.9021    9.900     1     31.3201    9.900     1     43.92977773123    -54.14624701661        0
  4520.282   532.651     33.2961    9.900     1     24.8581    9.900     1     43.92990277151    -54.14612460963        0
  4529.648   517.186     28.6301    0.537     2     27.4101    0.785     3     43.93012507565    -54.14633940224        1
  4523.662   556.447     29.6741    9.900     1     29.7741    9.900     1     43.92998256364    -54.14579410203        0
  4525.487   630.263     29.2611    9.900     1     29.1111    9.900     1     43.93002474737    -54.14476885924        0
  4533.941   642.881     29.6511    9.900     1     30.1391    9.900     1     43.93022500531    -54.14459360292        0
  4513.779   698.883     33.9021    0.124     2     30.6211    9.900     1     43.92974614492    -54.14381578919        0
  4517.746   700.193     30.3431    9.900     1     29.6541    9.900     1     43.92984018131    -54.14379759302        1
  4537.899   506.469     29.5591    9.900     1     28.8251    2.678     2     43.93032087379    -54.14648824951        0
  4553.948   619.535     30.0941    0.678     2     29.6671    9.900     1     43.93069971979    -54.14491785232        1
  4553.248   643.229     31.4911    0.789     2     28.2451    9.900     1     43.93068276818    -54.14458876282        0
  4558.177   672.665     30.6361    9.900     1     30.7771    0.484     2     43.93079919295    -54.14417991984        1
  4539.356   731.531     29.9411    2.059     2     29.3591    9.900     1     43.93035207816    -54.14336232710        0
  4570.055   497.097     26.4051    0.164     3     26.0531    0.126     3     43.93108346743    -54.14661840761        0
  4565.926   520.070     31.2301    9.900     1     23.7571    1.181     2     43.93098521817    -54.14629933339        1
  4570.165   520.135     29.9871    0.313     3     33.0021    9.900     1     43.93108572782    -54.14629842913        1
  4580.162   522.980     30.0631    9.900     1     28.9861    9.900     1     43.93132272280    -54.14625891102        0
  4563.575   703.178     27.1621    0.376     4     25.8751    0.184     2     43.93092671898    -54.14375611807        0
  4571.105   711.818     28.0181    0.513     2     27.2071    1.666     2     43.93110512082    -54.14363611313        0
  4565.038   702.027     28.4231    0.547     2     26.5741    9.900     1     43.93096142326    -54.14377210398        0
  4578.925   712.683     27.1771    0.453     2     26.7871    9.900     1     43.93129051525    -54.14362409631        0
  4576.866   713.985     26.7561    0.490     2     26.1321    0.369     3     43.93124167788    -54.14360601334        0
  4606.886   687.779     30.3721    9.900     1     33.0021    9.900     1     43.93195383696    -54.14396998228        0
   494.791   785.234     33.9021    9.900     1     28.9821    9.900     1     43.83445940808    -54.14261783353        0
   493.257   792.929     30.0021    9.900     1     28.8371    9.900     1     43.83442317206    -54.14251095698        0
   511.393   808.632     33.9021    9.900     1     29.7021    1.132     2     43.83485342395    -54.14229284926        0
   498.939   854.206     30.6141    2.359     2     30.0301    0.410     2     43.83455894406    -54.14165986902        1
   492.371   883.709     28.9671    9.900     1     29.5281    9.900     1     43.83440373942    -54.14125009943        0
   503.851   867.676     29.7381    1.785     2     28.0831    9.900     1     43.83467563132    -54.14147278035        0
   505.499   882.398     29.4231    9.900     1     31.3851    9.900     1     43.83471495599    -54.14126830358        0
   506.064   869.205     30.5161    9.900     1     31.9421    9.900     1     43.83472812383    -54.14145154306        0
   489.079   908.701     30.5321    9.900     1     29.7151    0.544     2     43.83432612633    -54.14090298270        1
   487.997   914.739     28.4271    0.171     2     27.6811    9.900     1     43.83430057929    -54.14081912033        1
   524.418   869.353     26.6811    0.172     3     25.4781    0.155     2     43.83516326584    -54.14144948113        0
   522.856   868.646     27.0881    0.155     3     25.9651    0.227     2     43.83512622162    -54.14145930131        0
   526.114   869.309     27.8881    9.900     1     26.3591    0.321     2     43.83520347412    -54.14145009167        0
   520.819   867.560     27.0281    0.087     3     26.2611    0.331     2     43.83507790952    -54.14147438564        0
   527.683   870.114     28.0381    0.432     2     26.6771    0.631     2     43.83524068594    -54.14143891036        0
   518.585   865.835     27.6111    0.235     4     26.8271    0.765     3     43.83502491594    -54.14149834521        0
   524.259   867.661     27.8641    0.367     3     26.4021    0.600     2     43.83515946735    -54.14147298165        0
   518.707   867.706     28.5841    0.443     2     27.3811    9.900     1     43.83502784037    -54.14147235855        0
   512.253   971.111     30.1441    9.900     1     29.2021    9.900     1     43.83487660352    -54.14003615229        0
   547.366   745.208     30.6621    9.900     1     30.0581    0.453     2     43.83570522322    -54.14317374286        1
   552.748   764.097     29.6111    9.900     1     33.0021    9.900     1     43.83583314414    -54.14291138868        0
   541.881   803.612     29.8691    0.541     2     28.8011    9.900     1     43.83557616785    -54.14236256231        0
   549.357   800.116     30.6661    9.900     1     28.7921    9.900     1     43.83575335491    -54.14241111623        0
   557.206   788.222     33.9021    9.900     1     33.0021    9.900     1     43.83593924452    -54.14257631118        1
   542.453   847.247     32.2601    9.900     1     31.6841    9.900     1     43.83559046809    -54.14175650866        1
   544.987   849.041     30.8611    9.900     1     29.6111    2.552     2     43.83565057534    -54.14173159063        1
   560.568   856.770     29.3961    0.607     2     28.6541    9.900     1     43.83602010436    -54.14162423595        1
   551.644   908.775     30.2711    2.376     2     28.8951    9.900     1     43.83580940866    -54.14090193331        0
